"red_sig_str_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","red_ctrl_time_rnd_1","red_sig_str_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","red_ctrl_time_rnd_2","red_sig_str_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","red_ctrl_time_rnd_3","red_sig_str_head_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_rnd_3"
7,28,36,186,8,10,14,98,5,16,24,202,5,6,4
8,22,38,81,13,13,46,8,12,21,50,94,3,8,6
19,20,42,90,27,27,65,0,30,30,56,14,11,20,20
29,29,63,3,26,49,73,118,23,52,77,227,13,18,20
4,14,20,0,4,35,48,0,25,37,65,24,1,2,21
19,19,58,31,18,20,68,44,36,39,105,133,10,11,26
4,6,13,135,13,27,33,226,6,13,22,268,2,9,5
15,27,45,195,22,26,51,91,28,34,62,92,5,9,16
16,18,36,133,12,22,28,234,21,42,59,179,7,7,10
20,30,51,0,20,24,62,32,26,32,91,10,9,13,13
3,24,37,11,13,32,51,114,13,56,74,167,2,5,10
10,15,34,33,6,9,15,4,24,32,54,183,7,5,24
16,21,34,3,11,36,48,118,19,41,66,41,4,5,13
5,11,24,0,38,67,84,95,57,78,103,103,2,14,28
3,6,11,210,6,26,34,198,1,1,5,122,1,4,0
23,23,56,0,36,36,85,0,34,35,85,8,11,24,29
32,33,98,14,26,27,95,28,21,23,79,13,28,24,20
10,16,20,64,17,18,31,7,1,1,6,0,2,3,0
0,7,7,20,3,11,23,0,12,12,62,0,0,1,9
15,54,83,196,10,20,38,38,25,54,80,173,7,10,19
7,20,35,1,6,15,28,0,11,18,26,17,2,2,1
1,1,25,100,8,8,35,56,3,4,18,161,1,5,2
16,17,56,0,10,22,49,0,17,29,56,18,7,10,16
12,19,32,8,16,27,32,94,16,35,57,12,5,7,11
33,38,82,19,46,46,86,16,34,35,70,7,25,39,29
6,6,31,0,13,18,44,92,7,8,32,39,3,10,6
20,20,41,6,24,24,52,0,36,36,57,0,12,20,30
26,29,57,57,29,34,93,74,13,31,84,143,16,21,13
19,21,36,32,18,20,36,49,11,16,24,189,5,9,4
1,1,16,0,2,13,23,0,2,10,37,0,0,0,1
2,6,10,0,3,8,18,65,4,11,19,23,1,2,4
17,25,39,152,23,27,38,99,13,17,20,86,4,7,3
15,25,52,24,13,24,60,0,14,45,89,0,11,7,8
27,27,72,0,29,29,78,0,30,30,75,0,6,15,12
18,18,52,0,17,21,45,107,12,16,48,112,12,12,10
26,46,68,53,36,40,77,90,10,11,17,79,19,27,6
11,11,41,0,28,28,62,0,47,49,94,11,4,19,35
16,41,69,0,5,33,42,125,12,51,63,138,8,4,3
28,28,50,3,31,31,65,0,22,22,65,0,15,18,15
14,29,49,121,19,29,48,140,4,7,23,0,3,18,3
0,3,5,50,0,5,8,15,4,31,43,124,0,0,3
6,72,76,162,6,62,71,237,11,48,74,275,5,6,5
16,17,43,39,20,22,56,20,33,36,83,0,4,11,20
25,40,55,12,13,28,38,0,29,49,75,0,15,8,19
15,27,44,2,7,14,33,28,11,26,40,25,10,6,5
10,10,18,5,11,11,25,0,6,7,12,0,6,7,4
74,78,150,46,64,71,139,18,28,49,79,224,47,46,23
4,12,18,243,7,24,34,217,7,41,56,262,3,6,7
41,60,85,103,13,23,60,73,66,98,132,148,31,5,53
15,36,54,209,19,27,66,90,12,23,44,100,10,5,6
5,16,41,146,5,11,25,122,7,8,46,59,2,4,6
31,31,58,33,45,45,95,11,45,50,69,95,25,35,35
22,25,52,0,17,26,49,0,19,29,49,181,14,11,15
9,9,16,55,19,24,38,240,14,14,32,43,5,18,9
7,35,47,46,17,40,56,213,25,46,63,139,4,16,14
5,6,30,2,5,5,22,0,3,3,11,0,1,3,1
0,5,8,0,1,9,18,0,3,9,21,0,0,0,2
3,42,48,268,2,39,50,255,14,38,55,268,2,1,7
5,48,54,0,6,31,39,71,9,85,99,0,1,2,4
7,7,40,8,16,16,54,0,10,10,56,1,0,9,3
8,8,20,13,5,5,26,2,9,9,35,0,5,4,7
0,6,6,0,4,15,24,0,2,15,25,33,0,2,1
20,21,63,0,14,18,48,20,23,23,78,6,11,8,14
13,13,40,86,9,9,57,0,15,15,72,24,11,7,10
24,26,50,8,11,14,25,163,23,24,50,0,11,6,15
20,20,48,0,20,21,62,0,13,13,60,5,17,17,11
16,16,63,69,6,12,42,238,4,12,31,206,7,4,3
22,27,55,68,22,34,63,70,19,26,51,12,6,12,8
34,35,80,3,0,2,9,98,15,15,30,116,28,0,8
18,18,44,12,16,16,42,26,4,7,16,79,12,10,4
14,18,31,21,8,62,70,194,14,24,52,37,7,7,4
1,21,23,244,3,4,6,199,1,3,3,86,1,2,0
1,1,4,0,6,6,7,0,11,12,22,0,0,3,9
46,46,103,20,8,12,23,151,37,38,84,20,32,5,24
8,26,36,64,5,19,28,217,7,36,51,200,3,4,7
1,18,21,0,16,46,68,0,23,39,75,0,1,10,9
19,19,66,2,19,19,64,0,29,29,82,0,10,10,13
19,19,38,0,26,27,49,4,12,16,30,55,6,18,7
2,3,19,0,3,6,19,0,1,1,7,0,1,1,0
25,25,104,0,25,26,106,41,39,41,157,57,13,20,31
14,16,34,80,18,18,54,0,4,12,21,49,8,16,4
31,35,65,16,15,17,42,6,37,37,101,0,19,11,34
0,9,16,35,17,18,40,0,39,39,98,0,0,2,19
2,18,24,237,8,16,24,177,6,17,45,190,2,8,6
20,26,36,0,30,38,57,1,25,32,49,113,4,16,16
16,22,33,72,15,18,41,16,10,11,31,0,5,12,6
10,18,34,34,6,23,48,0,8,12,37,22,8,6,6
20,21,51,44,23,23,59,10,14,16,49,90,8,10,10
14,32,70,173,17,29,56,98,18,56,78,202,11,10,14
63,63,140,1,36,65,128,157,29,94,121,265,38,29,24
10,10,17,54,9,15,32,35,15,19,45,3,2,6,7
10,17,31,118,4,4,15,15,5,12,27,89,1,0,3
33,38,56,56,2,11,15,2,4,29,38,2,14,1,3
21,21,120,0,26,26,123,0,16,16,126,0,9,13,9
16,16,47,0,19,19,45,0,13,13,58,0,0,5,4
14,15,53,21,10,33,76,101,21,26,66,70,7,6,9
4,16,26,6,3,24,30,0,8,21,40,8,1,2,5
2,27,34,285,4,11,15,236,16,38,55,211,1,1,16
15,16,51,40,23,26,65,23,16,46,59,198,5,17,9
2,5,10,34,10,13,25,41,28,28,67,1,2,9,22
27,42,66,215,22,32,49,216,14,29,49,233,24,17,12
10,21,31,71,23,27,45,0,31,35,67,0,4,14,22
17,17,54,0,18,18,52,0,27,27,52,0,10,10,14
21,66,87,128,45,72,116,77,19,91,122,213,9,15,11
13,34,46,164,11,30,43,87,58,112,145,277,5,7,57
15,26,36,121,2,6,14,14,19,64,84,262,6,2,18
15,32,53,72,10,27,44,153,8,25,36,108,8,7,7
15,24,41,72,11,11,46,0,29,29,55,0,12,7,23
13,14,70,0,27,30,84,0,32,33,97,0,5,22,25
5,5,24,4,14,16,34,58,6,6,25,3,5,11,2
15,36,43,167,22,28,37,147,16,45,60,194,0,6,4
2,9,13,0,13,14,40,12,22,22,75,1,1,2,13
23,34,55,61,19,33,68,135,23,35,57,213,18,14,19
17,17,59,1,13,86,110,248,11,23,62,0,6,6,8
14,26,51,41,19,21,45,97,19,55,60,210,8,11,17
29,29,55,19,20,25,43,1,16,18,36,47,11,11,10
20,26,55,67,15,28,53,121,29,34,60,84,11,13,22
67,85,118,85,4,11,27,59,23,55,71,218,60,3,23
52,57,98,22,52,53,99,17,60,61,112,1,28,33,38
23,53,85,123,21,27,57,46,30,32,60,3,16,13,22
31,32,70,0,24,48,66,155,32,33,68,0,27,23,31
14,17,27,0,4,9,14,24,4,9,13,112,13,4,4
38,38,120,0,56,56,132,0,49,49,170,0,29,50,41
19,19,37,0,13,17,32,184,20,22,56,98,11,8,18
9,15,34,48,10,21,38,75,7,11,27,20,8,5,5
10,20,29,61,14,24,29,125,14,20,26,177,2,6,5
14,23,33,74,10,14,33,75,11,14,38,25,7,3,3
23,25,78,0,32,33,97,0,53,88,175,9,11,18,41
1,14,18,173,2,12,27,67,3,3,7,26,1,2,3
65,80,136,40,26,42,83,61,31,50,82,69,47,12,21
11,20,31,122,19,39,47,272,18,38,57,231,3,11,13
24,27,44,83,13,19,31,191,14,22,33,131,10,2,7
26,36,43,67,36,50,70,44,8,28,37,147,19,27,2
17,43,43,256,13,19,30,135,33,68,91,64,1,2,8
24,25,90,0,36,43,102,36,25,36,88,16,14,24,16
18,18,37,6,21,23,46,17,16,17,33,50,8,12,7
9,9,42,0,17,18,57,0,14,15,51,0,2,4,4
8,18,41,53,16,26,43,30,13,13,41,0,5,12,10
10,15,32,0,9,12,37,9,9,19,41,8,5,4,6
6,13,44,0,20,23,67,0,16,17,62,7,5,19,13
23,36,82,81,3,4,15,20,9,23,37,25,17,2,9
13,35,41,158,5,48,58,256,11,95,100,247,2,1,6
6,11,14,34,5,5,14,0,8,20,43,33,0,4,6
19,24,59,0,17,18,45,50,16,17,43,56,8,3,8
5,8,14,0,14,16,28,26,19,24,36,90,0,7,14
15,22,75,97,24,40,77,63,25,34,82,72,5,10,13
15,15,26,36,14,40,47,251,10,35,45,208,9,14,6
7,24,36,139,3,5,12,193,7,7,20,109,0,1,5
13,19,45,86,14,19,38,144,24,29,59,83,4,2,7
20,20,47,0,26,31,52,99,17,37,50,207,16,7,8
22,28,48,5,32,37,60,57,36,40,61,61,6,6,11
10,16,25,174,11,48,55,271,11,53,69,235,3,5,10
10,20,45,81,5,14,30,66,10,16,34,80,9,4,6
0,11,28,0,1,13,23,0,1,6,50,0,0,1,0
10,36,58,6,9,21,44,0,16,24,56,0,10,3,13
10,10,57,12,6,6,44,0,2,2,45,2,7,5,1
9,15,20,51,18,20,44,37,10,13,47,84,6,7,4
23,24,76,15,50,50,101,27,45,45,91,14,13,35,38
7,22,32,244,4,11,16,104,6,26,36,148,6,1,4
17,30,47,194,4,8,16,0,2,8,16,56,15,3,2
7,15,24,0,5,10,25,5,2,4,10,0,5,4,2
12,29,46,94,20,58,70,162,6,54,80,148,9,10,4
9,24,43,51,13,23,37,20,14,30,49,41,2,3,9
29,29,58,0,27,27,66,28,31,31,68,3,13,12,10
19,34,51,47,14,14,30,0,17,40,64,254,12,5,13
6,16,24,186,13,18,35,99,17,30,52,82,6,10,14
19,24,69,31,9,12,51,29,11,11,47,78,6,6,1
24,34,52,78,26,51,64,145,18,31,47,191,9,10,11
5,5,39,0,6,6,44,0,20,20,69,0,0,6,15
17,22,50,47,14,14,64,0,10,10,71,8,5,5,6
14,14,39,0,5,9,26,41,14,34,50,165,11,4,8
11,11,54,0,17,17,62,0,17,17,60,0,7,10,6
24,26,66,7,25,26,75,5,31,31,95,0,19,17,18
16,40,72,75,20,28,51,141,32,55,96,83,12,17,26
20,22,47,50,13,15,44,9,19,25,56,116,8,12,9
12,24,39,243,21,51,67,272,12,39,60,265,5,18,10
26,27,52,0,37,42,67,0,47,47,98,0,22,31,43
40,53,62,251,20,33,51,147,14,31,40,186,31,11,8
5,15,24,200,15,32,45,135,16,44,79,150,2,11,7
9,10,29,0,16,18,48,0,14,17,47,0,4,4,6
16,36,54,132,21,44,63,92,30,50,73,110,8,6,10
14,15,21,131,9,24,29,173,5,5,15,46,13,8,5
8,8,42,0,6,6,43,1,10,10,51,0,6,4,5
20,20,101,12,27,29,91,27,29,29,95,0,12,17,21
21,21,54,5,22,22,70,0,25,35,92,28,11,7,13
1,1,1,0,23,42,43,148,24,47,50,178,0,14,17
24,43,59,133,14,56,65,239,6,34,55,139,8,7,4
18,19,47,0,16,24,66,19,24,27,68,19,11,8,12
22,22,37,16,24,25,61,52,26,30,59,95,11,21,12
17,18,28,164,11,14,22,9,8,8,17,36,13,4,3
5,8,15,0,8,18,29,21,3,4,9,0,2,4,2
6,8,32,20,15,22,46,4,12,22,40,44,6,13,10
33,78,92,207,18,18,46,9,16,79,83,285,27,10,11
21,51,83,99,47,73,114,52,56,63,113,65,14,39,33
9,23,54,164,8,23,47,140,11,24,40,181,8,6,6
11,12,46,0,6,6,29,0,12,45,83,68,4,3,10
32,36,50,88,10,19,22,55,13,20,32,5,24,4,6
23,44,53,287,46,94,112,275,16,16,27,180,23,42,11
15,15,47,0,14,14,46,1,9,10,24,0,7,4,5
26,30,50,14,25,26,58,12,32,42,78,33,13,12,24
5,27,32,134,11,15,41,0,10,13,26,30,3,9,6
12,19,42,14,8,12,31,45,13,16,37,98,8,6,8
26,29,89,31,29,51,112,84,49,49,123,0,12,21,35
16,20,32,138,29,36,49,96,10,20,32,130,8,20,7
14,14,47,0,30,30,71,0,30,68,82,140,5,13,12
3,9,16,148,31,40,68,83,2,12,14,153,0,24,1
24,43,67,111,11,57,91,64,5,35,45,276,12,8,4
14,14,53,0,16,22,57,0,21,24,68,0,10,8,17
11,21,31,181,6,24,28,262,4,13,17,205,8,4,4
35,38,68,89,19,24,44,136,10,15,37,40,25,12,7
24,41,57,57,20,30,45,56,41,51,89,21,8,6,23
5,56,64,286,6,46,49,230,13,54,64,272,2,4,2
9,16,27,130,18,18,56,8,23,23,53,6,6,8,8
22,28,60,22,18,49,60,236,20,24,61,1,16,13,17
9,11,35,0,26,26,50,7,18,35,59,160,6,17,13
82,98,143,52,69,72,115,8,87,90,133,4,71,60,68
2,3,3,0,5,13,22,35,9,9,27,0,2,4,5
13,15,32,0,19,35,51,70,20,37,44,46,4,10,14
7,16,31,19,20,28,49,0,17,23,42,0,6,10,6
17,17,41,0,25,27,54,6,11,17,39,122,8,14,6
7,37,47,254,4,32,39,253,6,16,22,174,5,2,6
8,8,15,51,6,12,25,135,5,5,23,25,3,5,4
10,17,20,19,14,29,41,44,4,19,23,22,3,7,3
12,15,60,2,15,15,47,0,20,30,71,74,4,6,11
17,30,38,238,12,18,34,206,17,54,71,257,10,5,8
28,29,94,0,20,20,58,10,13,13,82,0,18,12,8
34,45,76,22,24,24,57,4,30,30,78,16,24,15,22
24,37,59,2,41,55,81,14,7,41,56,7,7,26,3
34,37,94,8,13,14,48,2,14,22,41,27,25,8,6
27,43,68,93,3,45,59,265,6,45,56,277,13,2,3
8,12,33,25,37,38,72,24,11,14,31,54,6,30,9
22,33,56,0,20,73,92,105,22,44,64,98,10,1,12
6,16,31,67,3,11,16,49,2,8,18,53,3,1,0
6,9,15,102,4,8,10,12,5,10,15,136,2,2,3
33,34,61,7,47,51,81,36,22,25,40,8,18,28,13
24,34,67,16,17,35,52,20,34,64,87,0,14,12,25
21,61,83,3,10,80,93,0,28,115,135,49,6,7,12
9,18,26,208,7,22,29,164,11,30,33,184,7,2,9
4,23,32,0,19,57,62,161,6,22,26,0,1,14,0
9,19,33,112,11,16,26,225,5,21,35,151,7,10,3
15,18,23,36,10,16,30,188,27,45,63,157,7,9,19
33,49,64,85,19,20,43,0,36,38,77,2,23,19,34
7,9,25,60,19,19,72,0,18,42,62,270,1,10,12
10,40,56,218,10,20,37,172,22,24,54,77,9,6,12
7,14,27,162,12,29,38,203,5,15,19,46,2,8,3
15,21,34,116,9,22,27,196,9,12,27,118,1,3,4
29,41,48,243,14,34,41,251,16,88,101,270,21,13,16
9,19,26,151,2,17,27,110,11,20,32,99,3,1,5
6,7,30,0,11,20,36,0,1,8,23,0,5,8,1
32,36,109,0,36,36,136,0,32,35,137,26,17,22,17
6,28,51,149,9,30,55,175,9,37,53,229,4,6,6
9,37,54,8,2,25,30,257,10,27,33,146,3,2,4
11,20,60,3,34,45,77,53,7,15,45,0,8,23,5
1,1,8,11,0,0,5,14,1,1,5,20,1,0,1
21,25,59,25,26,27,56,5,11,11,30,0,13,20,8
14,15,70,10,20,26,60,0,22,35,54,0,8,4,9
40,48,71,72,25,32,44,11,28,39,54,162,19,15,24
13,14,30,86,3,3,10,8,3,6,14,37,13,3,3
20,27,51,70,19,22,41,110,6,8,14,228,8,13,3
9,12,34,67,13,17,38,104,7,10,22,17,1,9,3
7,16,26,112,21,25,31,78,35,123,147,236,4,6,30
17,17,63,0,20,20,67,14,25,29,75,43,6,12,18
10,14,24,211,7,7,15,174,6,8,28,134,4,3,4
20,20,96,0,34,36,111,12,38,38,146,0,18,33,36
3,14,20,108,3,24,39,42,20,58,74,267,1,3,6
40,47,72,21,23,30,48,0,17,32,49,17,7,4,9
20,27,41,128,16,34,49,126,5,11,15,8,9,10,1
21,22,68,19,19,19,60,2,20,21,60,18,15,16,16
22,29,36,44,16,89,112,279,29,29,58,0,14,14,17
9,10,19,132,3,7,31,101,7,13,34,62,5,1,7
13,25,39,95,20,36,48,124,20,32,56,76,8,9,15
15,33,66,122,5,22,30,182,2,20,27,130,8,2,2
10,11,25,0,10,10,27,56,17,17,55,3,4,3,4
6,8,17,0,4,7,15,0,4,9,23,3,4,3,3
26,27,84,45,32,32,78,12,37,37,95,2,10,10,25
21,21,51,0,23,26,43,9,22,22,53,0,9,8,11
11,28,36,245,14,49,61,248,15,65,86,285,4,2,4
1,17,26,114,1,7,10,148,4,15,15,205,0,1,3
9,17,30,30,6,19,40,159,10,33,61,117,4,3,8
17,17,36,1,10,10,23,49,8,19,24,234,6,6,8
12,31,63,0,25,31,75,1,24,25,70,0,5,11,9
29,36,60,63,16,26,55,34,9,28,44,15,14,11,6
33,106,133,246,11,13,34,108,16,19,46,163,32,8,8
10,11,44,1,12,17,42,0,21,27,49,3,4,5,8
17,38,79,20,3,43,49,0,11,47,85,68,8,1,5
14,15,37,48,8,16,44,128,7,15,26,193,7,6,1
8,15,22,0,2,10,15,56,3,16,25,2,2,1,2
59,61,101,18,32,32,59,40,25,25,54,8,37,15,9
12,21,27,134,41,41,79,0,8,42,59,88,8,22,6
9,51,55,203,1,18,25,243,1,1,6,136,7,1,1
24,43,73,43,7,26,36,122,7,27,36,49,17,3,6
15,25,40,109,26,26,57,2,26,49,66,117,5,8,9
2,3,7,0,5,6,24,80,20,20,47,1,1,4,13
14,15,42,0,0,1,1,79,9,10,26,0,6,0,3
5,7,25,24,10,10,38,0,5,5,25,32,5,7,5
11,22,49,42,9,39,55,137,22,51,81,113,6,7,15
5,7,24,24,28,53,59,177,11,15,32,121,3,8,8
19,20,39,26,9,9,30,30,18,18,39,0,13,6,12
12,13,25,91,5,15,26,109,0,0,0,23,7,4,0
36,40,72,46,33,35,64,25,8,9,18,209,24,26,6
34,35,107,5,37,37,122,0,7,7,60,0,31,32,7
2,22,38,227,10,16,39,173,7,25,35,217,2,3,3
31,47,70,4,13,28,56,36,34,47,63,54,19,4,22
18,19,48,51,17,17,38,12,12,12,40,41,8,5,5
16,25,53,12,12,14,36,6,4,9,18,10,4,4,1
7,8,42,0,3,8,21,0,9,9,34,0,7,2,8
12,19,30,48,25,55,83,58,20,39,57,124,5,12,17
18,18,46,0,16,19,41,38,21,24,48,24,12,8,10
22,26,39,60,9,24,29,164,15,32,35,220,11,6,11
9,14,32,16,4,12,28,34,28,28,65,10,7,2,25
4,26,32,152,5,48,56,17,1,21,27,104,2,1,0
12,32,43,38,5,20,30,32,3,16,22,38,0,0,1
15,18,34,58,11,13,26,41,6,6,12,30,12,5,2
4,18,24,0,8,12,20,12,17,18,40,0,2,3,5
5,16,28,93,1,4,9,56,5,16,25,118,2,0,4
7,13,29,57,14,35,56,58,5,24,27,34,1,8,1
1,7,23,27,3,17,46,153,2,7,42,69,0,0,0
12,19,38,40,21,38,70,119,9,15,35,210,1,13,4
10,34,46,239,3,43,53,249,7,30,36,277,9,3,5
12,54,73,4,16,46,72,59,15,107,154,194,8,10,10
38,43,84,40,0,0,0,111,13,15,34,89,26,0,9
4,32,34,50,4,13,13,0,6,15,16,19,0,2,4
13,15,28,0,18,18,41,219,18,28,53,87,8,14,14
2,9,12,69,5,8,25,50,3,19,28,0,1,4,2
16,16,44,0,13,15,57,24,17,17,52,21,10,5,11
14,19,30,77,24,33,42,140,10,14,31,95,5,5,3
17,34,61,14,16,47,70,136,14,16,40,39,9,9,12
20,28,52,32,14,18,46,88,14,24,49,107,5,5,8
11,21,36,0,12,19,31,0,0,4,10,0,8,5,0
10,10,37,32,22,22,77,45,19,19,88,21,5,20,16
10,10,29,0,10,11,24,3,7,13,26,0,5,2,4
7,11,34,84,5,6,26,1,16,16,52,0,2,2,2
3,4,22,60,6,14,23,148,3,3,10,15,3,3,3
18,20,43,0,15,27,47,101,10,30,43,153,7,7,6
6,28,32,148,5,18,30,69,1,2,4,0,4,4,1
9,9,46,8,14,14,76,0,15,15,82,0,6,11,11
4,13,20,121,17,31,45,112,11,29,39,221,3,6,8
15,15,57,5,26,29,77,23,18,25,76,88,12,16,10
19,19,44,0,19,23,64,4,3,4,22,0,6,7,0
1,5,8,0,11,16,34,0,18,24,44,0,0,6,13
12,82,118,272,19,24,66,62,19,20,65,19,9,12,7
5,13,21,23,10,13,39,32,10,15,38,50,2,8,6
20,20,43,0,25,25,71,0,28,28,74,0,15,21,25
17,20,50,75,24,27,47,115,15,20,42,185,9,16,14
8,8,22,21,5,6,28,3,3,3,16,3,5,5,2
3,6,12,21,17,17,35,0,26,35,56,32,1,6,7
13,21,41,2,6,17,28,1,3,22,33,0,7,1,2
9,27,42,210,12,19,27,15,19,51,60,239,0,3,15
4,16,21,263,4,13,18,226,7,9,15,88,1,3,7
17,56,67,270,4,23,31,228,5,35,45,239,1,3,2
21,23,45,0,22,25,54,0,19,23,72,0,15,11,11
5,13,32,0,7,34,54,11,24,34,52,106,2,5,15
38,50,84,156,25,38,66,214,14,18,31,99,22,22,11
35,47,69,145,13,21,47,62,20,33,48,88,16,5,5
3,4,21,45,2,8,15,219,5,9,22,0,1,1,1
29,37,85,34,14,37,72,140,30,31,70,3,16,7,13
3,33,42,0,4,41,53,77,5,61,67,0,2,3,4
4,8,13,59,8,14,25,82,41,49,62,175,2,6,30
5,5,53,0,11,17,80,44,19,19,133,0,4,10,17
1,7,11,0,4,7,12,34,1,6,10,18,0,2,0
4,4,49,2,9,9,48,2,6,6,65,0,1,3,5
7,7,29,37,15,32,40,279,10,18,26,270,7,15,10
13,28,43,214,19,52,75,226,12,67,81,278,3,12,4
6,9,19,0,4,11,27,0,8,30,60,0,6,3,8
14,19,38,33,8,14,28,86,2,12,13,258,12,6,0
33,33,71,8,34,45,74,147,35,38,96,6,23,30,27
10,35,54,288,14,20,40,94,20,20,55,0,10,14,15
12,23,50,107,13,17,49,50,11,14,54,21,10,10,6
1,2,9,28,5,12,16,0,0,3,7,0,1,1,0
5,26,39,62,7,28,38,62,4,16,27,17,4,3,2
2,2,16,4,3,3,12,50,3,3,33,4,2,2,1
13,23,49,83,13,16,44,52,17,31,53,59,7,5,9
7,7,16,200,12,23,37,125,12,36,49,102,2,6,11
2,5,13,92,6,8,19,52,13,14,36,28,0,4,8
21,31,62,21,32,33,83,26,37,40,78,0,5,9,13
16,17,41,0,16,36,49,67,25,54,78,176,8,5,22
25,29,64,2,21,22,55,6,53,55,119,55,15,8,26
22,65,92,129,17,62,77,206,11,103,121,153,6,8,10
14,20,27,155,8,20,25,174,3,13,28,119,4,3,2
7,7,32,31,15,29,46,239,26,37,61,282,5,7,21
17,18,64,0,12,23,52,0,8,18,41,0,11,3,5
18,18,72,1,18,18,65,6,17,17,62,0,18,16,16
5,14,18,8,1,13,21,0,0,1,5,0,5,0,0
38,38,99,7,30,31,84,19,39,39,113,1,19,19,20
20,25,46,15,22,25,38,15,32,35,61,7,8,5,19
23,24,71,2,35,35,86,0,60,60,111,0,14,24,51
9,17,60,27,6,8,39,9,3,32,40,13,7,5,1
9,11,29,14,35,54,71,142,14,25,42,113,2,12,5
5,14,22,0,6,21,28,32,1,11,16,14,2,1,0
9,38,50,0,37,75,88,70,22,57,74,56,1,8,5
6,7,31,0,5,8,43,0,17,24,64,6,6,2,13
44,51,114,0,42,44,98,0,38,38,99,0,26,25,13
6,35,40,205,15,23,51,151,17,23,74,134,5,12,14
26,26,49,0,22,22,60,0,25,25,59,0,16,9,17
19,23,43,0,26,28,55,0,31,35,67,0,14,21,26
12,15,29,0,7,45,70,0,4,8,18,0,2,3,1
8,21,29,172,2,6,11,209,7,9,19,159,3,2,4
14,19,50,16,9,12,35,64,6,13,43,45,6,3,4
14,28,42,184,13,16,47,51,27,54,88,248,9,9,24
13,41,75,5,27,50,110,10,48,55,113,0,7,21,37
1,7,12,14,5,7,25,29,4,5,18,40,0,4,3
13,22,45,8,4,4,17,0,8,20,41,187,7,1,7
14,19,27,198,5,15,18,167,18,35,51,287,12,4,16
9,29,52,161,13,47,60,246,8,28,34,185,3,11,7
7,14,33,0,2,5,21,0,5,14,31,0,3,1,3
8,14,20,11,9,23,24,14,3,4,12,0,4,5,2
20,27,48,51,9,15,29,6,0,2,6,0,13,8,0
11,19,40,118,10,32,40,222,8,19,34,147,5,5,5
11,11,24,56,8,8,31,34,21,21,46,0,11,8,19
1,1,3,0,0,0,3,0,1,4,6,0,0,0,1
12,14,29,37,10,17,37,53,6,11,21,41,2,2,4
1,9,11,0,6,11,17,0,23,34,44,0,0,1,16
4,7,14,55,6,6,18,29,6,6,16,4,2,5,6
4,4,27,12,9,24,31,139,11,17,27,83,3,8,8
15,52,60,52,13,34,55,184,10,40,52,173,5,8,7
20,27,93,22,12,26,43,230,16,29,63,35,18,12,16
14,18,42,0,6,47,64,23,8,18,40,4,7,4,6
2,7,17,13,10,31,45,43,9,9,35,0,0,4,2
21,43,50,186,12,45,52,203,4,30,38,200,6,4,4
23,23,78,0,22,23,81,0,20,20,69,0,16,14,15
14,14,40,0,18,18,44,0,20,20,58,0,3,6,12
9,25,38,256,11,28,42,237,11,30,37,257,8,11,5
4,12,20,234,10,33,42,261,4,9,12,198,3,8,2
24,26,49,38,21,25,38,76,17,20,36,110,7,6,4
6,6,18,59,5,8,20,28,2,3,8,6,4,3,1
13,34,50,215,18,34,42,231,13,52,75,290,10,11,11
17,31,53,0,3,23,42,0,6,8,22,18,7,0,3
10,26,42,14,12,28,47,71,16,29,41,113,4,5,12
4,9,15,0,7,12,25,0,6,6,18,56,2,0,5
28,28,85,0,24,24,74,0,24,25,67,0,28,23,24
4,14,28,109,14,22,38,120,0,5,14,68,4,12,0
2,3,10,55,10,10,33,70,12,12,49,0,2,8,12
2,8,15,0,1,6,13,0,7,11,25,9,1,0,6
14,14,45,46,28,30,73,24,22,23,69,24,9,19,12
18,39,62,54,11,40,60,112,17,45,62,140,5,2,10
3,12,17,205,13,36,38,282,3,35,38,235,2,7,2
23,25,59,0,21,23,63,0,26,28,65,48,9,10,21
30,32,54,4,22,27,41,5,15,19,28,0,14,16,8
32,38,57,0,30,30,65,0,35,44,54,19,32,30,31
1,2,9,95,5,6,9,144,1,4,10,62,1,4,1
0,1,4,0,13,22,25,63,15,26,34,84,0,4,5
7,7,23,0,7,7,21,0,18,18,53,6,6,7,13
17,22,60,41,16,17,48,8,21,25,62,11,13,11,12
17,22,51,30,24,30,75,10,20,22,85,2,7,11,14
8,13,22,105,7,29,50,227,9,37,53,269,8,3,8
12,16,45,5,11,24,41,13,1,5,10,1,7,9,0
21,39,50,194,6,10,14,97,6,46,52,237,3,4,6
9,17,19,20,4,8,15,16,4,6,10,7,1,1,2
9,19,36,67,2,6,13,0,12,17,40,30,4,1,7
24,30,48,192,2,9,17,103,8,8,19,23,22,2,7
6,6,28,0,7,7,30,0,6,6,39,0,3,4,4
9,29,35,262,13,22,41,200,17,39,55,232,7,9,13
19,32,57,14,6,14,28,64,2,6,22,27,14,6,2
10,11,52,0,14,18,45,54,18,18,74,7,4,4,8
1,24,35,253,13,14,47,36,6,9,34,30,1,11,6
12,17,33,61,8,28,51,144,5,27,40,174,3,5,4
25,87,103,262,10,85,99,293,4,42,56,226,20,9,2
12,17,33,78,15,15,38,0,3,35,51,238,6,14,2
26,34,67,24,13,47,69,157,23,65,83,105,17,9,19
