"red_sig_str_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","red_ctrl_time_rnd_1","red_sig_str_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","red_ctrl_time_rnd_2","red_sig_str_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","red_ctrl_time_rnd_3","red_sig_str_head_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_rnd_3"
17,17,34,23,31,32,52,14,45,45,71,1,8,14,21
37,40,99,48,37,38,78,72,37,43,86,36,34,28,33
7,9,15,21,18,22,41,47,28,34,58,63,4,15,23
1,5,16,134,11,25,36,132,1,12,16,96,0,9,0
23,33,56,91,20,28,46,163,15,23,46,114,19,13,6
21,21,45,0,23,23,54,0,20,20,36,0,6,6,7
4,20,28,124,23,23,47,0,18,18,52,6,2,9,10
24,28,60,129,61,61,111,29,6,9,24,221,16,46,3
13,19,44,0,17,17,70,0,22,22,72,3,6,15,17
14,27,44,163,8,19,33,138,7,30,43,217,10,8,6
6,7,20,15,4,6,14,26,26,41,65,158,3,3,21
3,13,19,9,3,19,26,1,10,15,22,0,3,2,5
10,47,65,270,37,77,97,207,43,103,141,170,4,27,26
10,17,31,135,10,21,36,122,16,35,43,166,7,8,13
2,23,27,257,4,14,17,203,22,23,64,12,0,4,14
1,13,16,167,23,29,54,85,19,26,42,161,0,11,13
18,20,38,63,8,8,28,72,7,7,36,17,9,6,2
14,14,45,0,24,27,59,23,27,29,80,27,1,11,15
8,10,16,44,11,26,33,47,17,20,45,0,6,8,10
12,17,34,72,23,23,39,31,16,23,43,70,9,15,7
3,7,14,238,5,8,25,58,4,18,27,210,2,4,4
17,33,57,137,16,76,85,240,17,49,64,170,15,9,12
8,9,14,252,11,12,32,41,5,5,24,26,5,7,2
14,14,29,0,9,16,23,18,16,18,40,0,4,2,5
18,34,46,188,10,15,33,34,13,15,32,16,16,5,5
14,21,32,212,10,26,32,222,3,6,8,103,10,10,2
0,5,10,146,9,17,25,97,4,12,16,142,0,6,4
20,20,39,5,4,6,16,0,1,3,8,0,8,1,1
38,45,74,53,12,38,44,226,4,20,27,84,21,5,3
6,9,31,3,8,21,51,0,5,15,42,6,4,5,5
17,26,42,1,15,21,32,12,13,15,30,32,4,4,3
13,16,47,24,24,24,56,5,27,28,59,24,11,21,25
13,20,26,13,1,39,49,18,7,33,46,3,12,1,6
21,21,60,0,4,30,38,58,1,15,18,14,3,2,1
12,15,28,48,2,7,12,73,3,8,9,81,3,1,0
2,5,8,235,3,5,18,135,6,23,34,253,0,3,4
7,8,13,37,8,23,29,138,13,24,34,50,2,4,9
22,25,74,7,16,16,43,0,21,21,71,0,18,7,10
13,24,46,0,5,27,42,0,4,39,49,0,7,1,2
11,19,34,56,15,17,44,0,28,28,59,0,7,8,22
1,8,12,165,6,7,18,26,4,8,16,149,0,2,3
15,15,53,0,6,26,51,0,16,52,83,0,13,5,15
10,13,23,2,35,39,66,28,11,45,60,6,7,19,7
13,34,52,183,5,33,49,222,14,19,43,139,5,3,6
15,38,53,141,24,47,86,87,23,48,80,77,9,16,14
16,22,41,14,7,11,15,36,11,16,34,27,2,2,5
8,8,19,0,4,7,9,0,9,13,34,0,2,2,4
19,24,41,11,26,36,56,0,15,37,47,46,5,4,4
18,21,31,99,4,10,17,132,10,24,32,157,8,3,4
17,18,53,18,9,29,57,90,21,22,64,78,15,5,18
10,16,27,177,22,26,47,102,14,25,43,118,2,7,1
19,20,62,0,38,39,109,29,9,11,25,17,6,20,6
8,10,34,17,9,14,19,58,4,12,18,16,7,9,3
11,11,34,0,23,23,56,0,23,27,45,36,10,17,10
7,34,41,232,14,47,62,268,20,38,59,91,7,6,11
18,25,30,226,20,34,49,163,25,57,89,161,9,8,18
14,15,34,0,10,10,28,29,7,7,37,9,5,4,4
21,21,33,0,9,13,18,52,13,13,27,0,7,4,4
3,5,10,0,6,12,17,0,7,16,19,42,2,2,6
29,29,51,0,19,19,44,12,16,16,33,19,13,11,7
13,30,39,253,21,44,60,188,22,63,83,211,9,12,17
15,16,39,169,5,9,17,121,15,18,23,185,12,3,15
10,25,35,274,2,12,15,106,0,17,24,0,7,0,0
14,14,26,24,12,13,29,3,6,9,27,0,3,2,0
4,15,24,82,7,15,29,15,9,21,28,54,0,2,4
9,9,33,0,8,8,27,0,35,35,49,98,6,6,12
7,8,20,1,9,20,40,123,15,16,38,1,2,5,6
7,12,21,57,38,59,94,170,14,32,41,74,3,33,6
30,34,66,71,33,43,81,0,36,37,83,0,17,18,24
23,23,71,0,24,26,70,0,28,31,66,23,18,17,21
5,36,51,215,12,22,36,0,4,52,64,167,3,4,4
34,34,70,0,28,28,57,2,22,22,45,8,20,17,15
16,24,38,148,11,25,35,255,9,15,24,199,9,10,7
13,19,31,207,13,18,38,94,20,23,56,77,6,8,12
9,16,34,124,3,53,67,61,6,62,70,146,7,3,5
16,21,31,101,11,17,25,43,1,6,11,19,7,5,0
8,10,21,12,1,6,11,4,2,8,11,0,3,0,1
18,21,65,65,10,14,49,92,9,13,40,92,17,10,9
11,21,39,134,11,26,44,95,21,34,47,114,0,2,13
8,31,36,8,13,18,35,58,9,28,42,121,3,7,5
12,40,48,245,10,43,48,201,19,33,36,210,1,2,9
16,16,31,28,20,20,32,1,15,15,19,210,10,16,14
6,6,11,105,6,8,12,53,2,2,2,5,4,3,1
2,7,8,8,15,40,47,78,19,34,36,4,1,8,7
31,36,55,27,21,22,42,31,28,28,52,63,15,15,15
29,32,48,24,20,20,51,0,34,34,74,1,20,14,28
20,45,61,116,10,24,33,205,29,29,79,0,15,8,25
7,18,35,240,11,11,24,208,9,15,26,223,0,1,3
16,59,72,0,18,53,62,0,4,37,55,95,8,9,2
8,10,29,53,7,8,19,66,6,9,13,55,6,5,5
18,36,51,8,6,16,29,23,26,35,47,17,11,5,15
7,28,43,293,13,33,50,198,19,30,76,66,5,9,15
45,46,110,15,26,45,67,142,23,60,75,256,30,18,17
10,28,36,225,21,42,67,201,5,15,21,240,9,15,3
11,11,25,0,5,5,29,0,7,7,23,34,9,3,6
8,20,33,6,7,12,34,21,7,9,25,15,2,6,3
8,10,40,14,15,22,48,0,17,19,62,1,4,8,12
18,26,49,68,31,32,75,5,38,40,97,29,9,21,28
11,13,51,49,12,21,58,48,18,27,49,1,9,10,13
13,13,33,0,7,7,33,0,11,11,32,0,5,4,6
5,5,20,0,9,9,41,0,4,5,20,7,3,6,1
11,16,24,20,12,19,33,6,8,14,20,36,3,9,6
20,21,59,24,15,15,47,0,15,18,60,4,17,11,11
13,13,45,5,12,15,33,43,14,17,59,29,2,7,7
2,12,21,203,10,10,30,72,13,19,30,92,0,6,4
12,14,51,75,12,14,52,37,33,38,83,42,4,10,26
16,16,50,0,22,22,65,0,23,23,75,0,15,22,22
14,14,35,80,12,13,21,78,7,11,38,36,12,8,6
20,28,38,15,43,74,94,144,31,92,113,212,14,31,29
9,42,48,229,9,15,24,144,3,4,5,226,7,4,3
6,6,25,0,12,15,38,4,9,13,49,22,4,6,4
5,15,23,0,13,16,42,69,5,44,50,287,3,6,5
13,40,57,190,11,17,34,20,16,16,39,0,3,3,7
23,27,55,79,19,20,45,85,25,27,59,46,10,12,21
6,22,37,115,3,3,12,0,6,6,27,43,3,3,6
9,9,40,0,7,20,46,86,19,22,59,3,4,2,5
24,24,55,0,24,24,67,6,17,17,68,70,12,13,10
15,50,67,271,9,43,57,270,10,61,70,292,15,8,10
8,23,38,177,18,52,69,154,9,49,54,216,7,9,9
11,14,58,0,18,43,55,19,27,49,91,28,8,16,26
19,19,43,0,16,17,39,29,22,22,44,3,6,6,7
15,15,49,3,6,7,30,30,22,22,62,35,5,0,17
11,20,31,167,20,20,48,62,18,19,43,39,2,11,7
16,27,33,114,8,15,26,34,4,5,8,78,2,3,2
15,47,64,229,11,22,34,203,16,45,66,164,10,8,10
19,20,44,4,23,24,65,0,13,18,68,0,11,20,13
1,13,20,205,12,12,37,0,24,29,48,16,0,1,5
12,12,36,0,14,20,35,27,24,25,55,2,6,9,16
11,13,29,26,17,29,47,62,16,17,47,30,5,13,12
53,53,121,0,40,44,98,34,59,59,131,0,44,31,50
32,36,91,52,20,38,84,167,12,19,44,62,19,17,12
10,15,48,14,12,12,39,0,6,6,35,0,3,3,1
3,4,9,0,8,8,15,0,1,2,8,37,1,7,0
12,22,38,75,14,26,43,42,11,29,59,46,7,8,10
16,18,31,7,12,33,52,69,8,9,26,30,9,8,6
25,36,62,102,30,34,47,104,22,59,66,262,13,13,20
10,26,40,173,7,13,31,150,10,20,33,203,7,2,9
29,38,69,52,19,39,52,265,29,46,83,135,19,14,23
24,27,47,20,22,22,48,0,26,27,54,0,13,15,15
13,15,21,213,11,11,21,52,24,29,46,114,10,8,16
8,32,39,167,17,26,71,71,14,36,56,163,8,8,8
16,27,38,58,9,13,24,1,44,50,85,3,8,7,30
37,44,89,29,33,49,92,90,39,54,90,221,8,13,20
31,31,65,12,26,26,55,13,39,41,80,13,20,17,20
14,17,38,142,13,21,41,91,14,22,34,103,8,4,3
20,32,61,88,16,35,53,164,9,28,31,276,16,10,5
12,15,52,2,42,55,94,84,24,26,74,9,10,38,21
27,29,72,0,14,15,45,72,17,36,72,8,14,10,9
17,17,40,2,17,17,43,0,16,16,40,0,10,8,9
16,34,73,105,19,20,51,54,18,18,55,16,13,9,10
35,35,80,33,34,35,67,14,25,26,54,100,20,26,14
22,41,47,32,32,39,53,67,14,24,40,206,15,23,11
18,18,50,0,25,25,55,0,20,22,42,87,12,13,5
11,11,50,0,19,19,66,9,4,11,21,0,3,10,2
11,14,43,15,15,15,47,0,14,14,53,0,8,12,12
12,12,26,105,3,9,17,107,19,20,49,24,9,2,9
16,16,49,1,12,12,54,6,10,15,32,19,5,7,7
10,23,34,172,10,26,34,124,11,21,36,52,7,7,8
18,19,37,127,11,14,28,111,18,18,46,2,16,9,15
9,35,54,110,15,23,52,81,10,40,56,237,6,7,5
18,26,35,169,31,50,80,260,21,40,80,152,15,31,18
6,26,32,241,4,15,21,106,11,24,34,55,3,1,2
4,13,28,151,5,11,18,125,6,22,31,131,4,4,2
32,32,65,0,43,44,74,3,45,46,80,0,23,27,29
2,3,17,1,4,5,18,14,3,6,16,1,0,2,3
23,34,88,83,14,61,93,196,10,38,70,204,13,8,4
10,11,49,20,1,1,14,8,10,12,27,8,3,0,8
13,14,35,57,8,14,22,125,8,15,21,132,10,8,7
26,29,45,5,25,27,47,5,24,27,49,31,10,14,15
5,11,29,200,6,11,17,187,24,33,60,72,3,3,12
14,21,50,101,15,30,57,68,14,53,71,224,2,5,11
28,29,48,8,19,25,44,49,19,38,49,91,20,13,16
11,18,38,78,15,16,37,48,16,20,41,50,4,13,11
8,8,16,235,11,16,28,51,10,21,33,153,6,7,8
10,22,29,220,5,12,17,156,11,21,30,12,3,4,6
9,62,64,254,8,45,48,123,6,72,81,211,2,3,5
17,32,53,195,31,39,68,121,22,26,62,91,6,19,16
12,23,52,126,11,28,50,171,10,58,69,234,8,6,8
16,17,27,137,16,18,36,13,23,23,43,0,4,4,6
7,13,22,124,4,9,23,33,4,4,15,94,1,3,2
19,19,47,5,27,27,57,15,42,55,78,97,6,5,23
20,24,61,3,34,37,64,76,15,24,51,101,10,22,10
26,28,42,81,17,17,45,26,10,10,38,0,2,3,4
7,13,23,3,6,38,46,187,29,46,59,56,3,3,13
12,24,40,0,13,32,51,7,5,12,34,0,5,6,2
8,28,40,170,16,22,46,157,33,44,79,148,6,14,31
31,37,64,54,13,35,56,83,11,16,30,26,16,11,6
10,13,38,63,11,16,34,96,15,33,56,206,5,3,8
10,16,25,13,1,3,3,0,13,14,59,23,5,0,9
1,7,9,61,13,21,29,177,8,11,43,108,1,13,6
33,33,57,121,71,72,135,0,28,32,54,34,32,69,27
13,19,45,84,12,15,27,136,5,7,17,119,9,8,5
13,32,43,230,8,8,34,2,15,26,55,184,10,6,7
11,17,25,85,13,24,40,0,3,18,23,45,3,7,1
16,31,39,121,5,7,12,18,15,29,35,99,2,3,11
8,9,23,69,4,12,21,90,24,25,79,0,4,3,18
16,18,33,76,12,19,31,57,8,9,20,31,3,2,1
10,10,29,50,22,28,72,66,13,28,43,212,8,21,11
4,9,21,75,9,9,20,0,11,16,20,106,3,7,9
11,18,40,2,10,35,57,5,2,18,33,0,5,4,1
7,11,18,0,5,9,17,0,8,12,18,0,4,1,2
34,37,94,7,25,25,71,0,18,21,62,16,19,17,15
8,49,60,195,18,36,59,25,13,45,56,20,3,11,4
9,83,106,0,22,64,73,0,7,83,100,0,6,14,3
11,17,40,93,4,19,40,130,7,34,58,172,4,3,6
4,34,40,95,9,38,52,200,6,58,87,188,2,2,3
14,38,48,164,25,30,48,63,25,43,82,0,8,12,18
5,33,45,130,13,30,50,0,9,44,57,107,4,13,9
14,17,30,74,8,25,41,194,3,9,12,185,10,5,3
5,21,32,114,3,25,36,165,3,5,10,3,5,2,3
13,26,38,288,9,22,33,236,16,16,41,114,12,3,8
33,33,62,34,28,29,59,31,24,24,47,24,10,13,11
15,18,29,0,9,9,19,0,1,4,11,18,7,6,0
12,12,37,0,18,18,49,10,15,15,34,9,6,11,8
14,14,51,1,3,6,14,14,2,3,22,9,4,2,0
10,10,25,16,7,7,35,0,5,5,25,0,3,2,2
27,29,90,1,16,16,62,1,18,18,39,0,21,10,4
12,12,26,5,8,8,27,5,10,10,20,0,2,3,4
14,34,54,94,14,18,46,42,13,17,43,45,10,11,7
6,14,35,180,8,14,36,77,4,10,32,113,2,3,3
9,10,23,0,12,13,36,44,14,33,60,177,3,10,13
9,10,38,46,6,8,33,15,7,11,34,32,6,4,5
19,19,39,37,22,23,46,74,19,21,66,33,14,13,15
18,24,36,144,6,12,19,104,2,6,8,17,8,4,1
12,30,52,127,14,29,47,88,18,28,44,58,9,13,15
30,63,98,220,15,23,60,97,25,46,70,118,22,11,16
7,10,10,132,5,7,10,47,12,15,25,104,5,2,9
16,17,35,0,16,17,37,12,16,17,33,28,8,8,11
5,41,47,251,2,27,30,186,4,42,50,227,5,2,4
5,46,58,0,6,37,48,154,4,40,43,0,4,5,3
14,14,44,3,11,11,34,2,17,17,35,0,9,5,8
3,3,22,0,13,18,32,16,11,12,27,15,0,6,3
28,58,75,267,25,49,73,166,17,28,47,88,18,20,8
12,16,34,2,12,20,23,0,18,31,54,0,5,11,9
25,25,81,0,21,21,74,0,20,20,71,1,19,16,14
4,12,23,56,40,41,100,0,23,44,84,22,3,29,14
11,11,23,47,6,9,30,55,3,11,19,224,4,0,2
10,14,45,62,12,15,39,128,11,21,27,139,5,2,3
1,1,8,0,18,19,38,10,21,30,42,137,0,12,15
7,7,13,86,11,31,45,169,4,12,15,134,4,11,2
19,25,43,85,30,31,74,19,29,29,57,74,6,12,7
7,32,34,42,3,10,21,0,1,4,7,0,4,3,1
24,24,64,0,24,25,73,0,18,44,76,142,12,18,16
4,13,13,241,5,23,32,177,18,19,37,9,2,2,8
33,45,64,1,34,39,65,1,26,36,65,4,19,16,20
11,12,48,0,28,28,75,0,10,57,79,186,4,19,6
23,37,56,180,18,29,48,108,12,41,50,212,8,11,3
5,18,28,132,6,10,31,32,1,12,27,26,3,2,1
28,28,87,0,31,32,89,1,45,46,102,0,23,28,34
13,16,44,166,28,40,73,157,19,25,39,88,7,21,10
1,10,18,9,0,7,15,0,1,8,11,12,1,0,1
8,8,39,0,13,13,51,2,12,12,44,0,5,6,7
18,18,38,0,14,14,54,0,11,14,29,81,10,9,8
10,24,47,15,17,30,60,88,10,20,31,34,2,12,5
9,19,37,201,19,34,66,78,12,29,49,159,5,16,8
8,14,33,2,10,42,51,118,3,47,52,0,0,3,1
17,35,59,167,5,18,27,149,7,30,42,172,17,3,7
9,12,25,1,12,13,24,44,9,15,34,59,6,6,4
8,12,30,0,9,9,38,18,20,21,49,90,3,2,9
7,12,34,1,17,18,37,53,18,18,48,0,3,11,9
11,15,48,34,11,12,28,13,7,14,24,39,7,8,3
13,13,64,0,21,21,65,6,10,10,58,24,3,13,7
13,40,55,141,9,13,32,114,28,34,61,0,10,7,25
29,29,68,0,10,34,39,272,8,58,73,206,12,3,3
11,17,41,126,4,32,33,219,29,29,76,0,8,0,15
14,34,71,152,5,5,29,31,7,7,20,7,10,4,6
16,19,52,140,5,14,34,196,14,34,93,156,15,4,14
12,56,111,149,3,36,48,194,4,29,49,186,9,2,3
13,39,79,153,6,69,92,227,7,32,54,236,11,4,5
10,12,36,0,6,7,16,3,8,11,32,3,6,3,7
16,23,43,132,8,19,23,209,13,53,63,268,11,8,9
21,28,69,8,10,19,46,96,10,22,37,107,15,6,8
12,12,29,65,10,15,38,59,7,25,38,195,6,6,2
23,30,46,9,13,27,45,95,28,29,58,24,6,6,11
10,19,31,70,17,31,45,70,24,28,41,38,8,3,11
10,10,26,0,31,46,83,89,24,26,60,77,5,24,22
17,24,27,166,4,13,21,19,2,7,11,62,17,3,1
6,17,29,0,8,15,23,34,14,28,34,48,3,6,11
2,2,27,0,10,10,50,0,9,15,56,32,1,2,6
27,34,71,103,59,63,105,23,44,56,87,106,18,39,31
20,28,54,0,15,21,44,6,19,21,50,6,13,11,12
7,31,45,15,10,21,34,56,10,30,45,282,4,7,9
6,10,21,27,6,12,28,41,9,13,38,0,3,3,3
10,21,43,0,5,10,19,0,5,9,14,13,6,3,2
38,40,72,0,37,38,86,0,41,42,82,4,18,12,15
26,42,55,10,30,37,45,23,13,26,32,164,15,21,9
17,28,37,100,16,20,32,35,13,14,33,57,9,8,8
15,49,51,161,10,17,26,96,21,41,67,66,2,3,9
13,35,56,127,12,17,47,37,2,28,45,131,12,11,2
17,57,71,178,9,34,46,119,7,36,45,137,14,6,2
21,22,57,0,21,21,54,6,29,29,64,8,8,6,16
71,81,147,19,71,79,143,28,60,72,113,112,30,42,34
14,24,40,177,11,14,42,25,28,36,53,283,9,9,25
30,44,80,151,20,28,62,95,20,36,67,128,21,14,10
11,29,43,155,22,55,59,275,15,47,59,210,5,9,10
10,20,39,222,39,71,96,170,22,62,77,231,4,31,15
16,16,41,0,11,44,52,49,20,33,51,139,5,4,13
15,20,25,197,14,23,30,240,18,49,58,101,4,4,10
15,26,33,23,14,37,45,84,6,10,14,0,6,7,4
6,61,74,251,11,30,40,245,17,33,37,291,5,3,9
21,21,44,49,22,27,41,75,15,21,27,57,11,17,5
11,17,33,0,7,22,41,0,8,11,24,6,3,5,6
1,8,12,0,59,64,107,11,72,78,118,10,1,41,58
11,32,44,204,15,17,31,9,9,17,31,87,7,12,7
9,19,28,40,18,30,44,102,9,27,42,39,0,7,4
9,12,35,49,6,6,29,0,10,19,41,0,3,3,4
1,29,51,0,1,15,39,0,2,14,38,0,1,0,1
19,20,37,51,28,28,63,0,12,14,42,38,16,20,9
9,9,15,5,33,33,70,20,40,45,87,55,2,21,28
11,13,52,4,26,27,62,19,21,22,50,0,6,22,14
3,7,28,171,4,6,25,43,7,7,26,59,3,3,5
2,9,26,0,2,15,34,0,0,4,10,0,2,1,0
8,13,23,1,6,11,16,22,10,16,21,47,2,3,2
18,18,44,14,16,17,51,0,14,16,58,60,4,3,9
14,27,49,163,20,28,62,159,15,33,75,140,6,11,10
9,12,23,0,28,38,56,38,4,11,17,30,6,16,4
3,47,57,204,2,58,72,210,7,33,75,118,0,1,6
16,22,44,89,6,22,48,136,9,56,80,207,7,5,2
5,16,25,189,9,16,33,128,15,20,59,21,0,4,8
11,11,23,24,14,104,124,280,6,16,27,159,9,14,5
6,6,76,0,12,12,69,7,6,6,45,6,4,3,4
2,7,13,0,6,7,21,45,4,19,26,5,0,3,3
6,8,24,0,40,40,108,3,29,29,83,4,5,33,24
16,36,56,58,6,44,54,234,31,32,65,0,5,5,15
40,40,78,0,23,37,62,116,37,39,85,8,29,16,28
8,17,35,34,8,13,28,156,2,5,10,1,4,3,2
9,15,27,146,11,17,34,105,14,28,32,76,4,8,8
6,17,30,85,8,41,48,142,14,36,55,44,5,3,5
1,16,24,232,8,9,30,43,7,26,35,246,1,3,6
20,35,63,146,2,23,32,6,2,10,21,0,14,1,2
2,18,29,164,9,11,38,38,15,15,54,0,1,4,7
18,18,50,0,22,22,69,0,28,29,52,11,11,19,26
22,25,54,0,13,13,51,40,20,23,49,78,11,4,8
13,27,39,78,16,32,49,97,13,25,40,47,11,16,11
25,26,49,37,8,8,28,16,6,13,28,124,15,5,4
6,12,23,59,25,44,48,262,19,19,44,0,4,13,14
9,9,18,0,10,10,31,0,8,8,48,0,3,4,6
1,2,12,0,2,3,11,29,0,0,3,0,0,0,0
3,21,25,0,22,26,46,18,2,5,10,3,1,4,0
16,18,40,0,20,21,43,0,25,27,51,1,9,9,12
15,17,43,0,29,34,77,0,29,34,96,0,6,23,22
16,16,30,84,7,7,26,82,8,11,22,85,5,4,7
19,19,40,96,5,6,13,0,25,25,72,12,15,3,23
25,25,69,16,21,23,47,53,26,26,86,2,17,16,18
3,7,12,148,8,8,22,52,7,9,16,162,1,1,0
20,25,79,53,27,50,91,92,24,30,89,18,14,14,19
11,11,43,0,25,25,77,0,27,41,85,125,8,19,21
5,6,37,26,9,13,60,26,7,7,45,22,3,6,5
8,8,29,0,8,8,27,0,24,24,88,0,5,6,23
12,21,52,53,16,21,70,21,33,39,78,27,1,7,21
8,8,29,0,8,8,17,19,23,27,71,23,3,4,21
24,29,65,77,45,61,81,220,48,48,111,0,15,19,36
2,21,29,0,30,36,60,93,11,18,41,15,0,22,3
15,15,42,3,15,37,56,183,16,23,50,99,10,14,12
11,14,36,0,10,16,29,0,0,7,10,0,6,7,0
19,23,36,89,15,15,29,3,23,23,61,0,8,7,12
22,22,67,114,26,29,74,65,12,12,55,36,14,19,11
12,22,31,165,16,37,55,245,16,24,37,243,2,13,5
7,12,23,100,8,28,37,187,8,33,44,214,3,7,6
6,44,50,288,2,20,27,290,0,20,27,257,6,1,0
13,13,43,2,9,9,29,10,11,26,35,217,5,2,3
9,27,44,83,18,36,57,61,20,49,58,207,1,12,15
40,40,57,32,43,43,76,26,50,50,77,10,24,35,31
15,15,30,125,10,15,22,111,10,10,23,79,13,5,6
4,8,19,107,15,30,44,140,24,42,50,169,4,10,19
24,27,65,28,15,15,65,7,15,20,69,112,13,9,9
41,48,82,184,5,10,25,0,9,9,33,0,41,4,8
31,36,65,8,24,29,44,33,25,28,43,109,25,22,21
10,11,31,73,11,16,33,108,10,18,31,74,8,2,9
13,16,46,6,20,22,67,1,21,21,81,38,5,4,8
6,10,17,72,9,19,33,0,18,21,42,0,2,2,13
22,45,62,185,26,50,56,270,22,61,70,279,20,22,22
11,25,66,0,27,31,66,0,16,25,82,4,5,15,11
49,49,129,73,56,58,129,47,47,48,147,3,38,40,39
21,30,51,104,2,28,37,67,7,7,16,0,6,2,2
4,11,14,103,6,9,16,94,2,11,15,101,1,0,2
19,75,87,29,65,69,105,10,39,57,73,49,12,43,25
26,28,108,40,8,18,51,41,8,17,59,20,13,6,3
1,2,10,56,6,8,11,22,8,14,22,132,0,5,7
8,8,33,0,17,17,52,0,8,48,65,228,4,11,8
28,29,81,0,30,32,80,20,47,48,113,32,21,16,33
7,7,34,0,17,18,43,121,13,16,34,64,3,8,10
9,9,39,0,13,37,72,64,26,26,77,2,4,6,18
3,9,11,0,4,23,31,36,7,19,34,38,2,3,4
16,16,44,0,13,13,37,18,13,13,33,7,11,8,10
16,35,59,155,20,39,51,211,14,46,68,148,6,14,5
2,19,23,279,0,3,5,72,3,19,26,161,0,0,3
11,17,35,90,20,26,44,94,10,32,52,148,9,9,5
10,13,32,81,2,11,21,195,3,32,46,231,6,2,2
3,6,16,17,16,19,52,0,6,7,24,14,0,13,2
15,15,30,0,14,16,33,9,14,34,50,9,4,8,9
15,22,48,4,11,13,37,38,12,12,18,44,4,2,6
17,23,40,177,7,27,42,229,20,24,55,77,14,6,15
21,21,52,0,28,37,68,28,15,23,44,79,7,9,4
9,28,39,50,11,35,46,48,11,41,58,43,2,1,8
12,12,39,8,40,41,111,0,29,29,98,0,10,34,22
15,15,62,33,39,40,77,58,31,32,61,83,9,33,20
22,35,75,10,24,25,85,16,42,51,112,8,14,19,31
2,44,51,70,4,18,21,166,21,50,66,228,0,2,12
16,22,30,152,27,29,59,79,31,32,68,1,11,18,21
29,30,86,3,27,27,74,2,40,41,93,29,21,24,38
18,18,36,2,7,17,28,56,16,30,44,61,9,6,12
6,6,29,0,20,20,77,26,24,24,93,0,4,13,14
27,27,73,0,33,38,74,20,36,43,70,25,12,21,15
15,30,39,16,36,48,94,10,36,43,71,11,8,29,24
10,15,30,3,11,11,31,4,11,11,45,12,4,8,9
10,20,27,127,6,10,17,144,2,3,9,0,4,6,1
4,16,21,219,10,32,36,267,4,11,22,243,4,10,3
2,7,13,0,1,2,11,0,4,6,10,0,0,0,2
19,22,82,1,19,32,75,5,6,14,32,0,10,13,4
11,12,36,0,10,10,49,0,4,9,20,46,6,3,4
15,38,59,0,11,40,50,0,3,8,14,0,3,3,2
3,18,22,260,3,18,23,190,13,14,32,66,2,2,12
13,30,50,0,20,23,52,46,14,17,38,57,10,10,6
9,21,24,168,20,24,36,184,10,12,21,132,4,16,9
8,27,42,121,11,11,23,62,16,30,52,126,5,3,5
3,4,13,170,4,9,12,164,4,7,12,33,2,2,2
14,19,36,0,15,33,42,31,13,14,25,8,7,10,7
25,25,61,13,18,19,42,22,26,26,70,2,12,5,15
8,9,16,14,9,13,40,0,15,28,37,195,2,4,11
10,13,25,0,0,0,2,0,27,50,77,116,6,0,22
13,19,43,14,11,15,39,0,4,7,13,0,5,4,3
6,17,30,5,12,28,43,122,10,23,37,21,5,12,10
17,17,53,7,12,13,48,25,16,17,57,36,9,4,7
11,11,22,0,10,12,20,60,19,20,41,0,2,3,4
22,23,80,11,33,42,111,23,33,34,127,0,7,14,20
11,21,43,45,18,19,46,0,10,19,37,115,10,13,9
9,12,33,45,17,17,34,28,4,9,20,24,1,6,0
14,16,52,34,17,30,59,133,17,54,94,250,10,10,16
19,40,54,138,21,49,57,269,14,38,44,201,19,20,14
15,27,34,147,15,20,32,66,11,12,16,80,8,7,2
7,7,26,0,11,14,49,28,7,7,37,0,7,11,6
27,28,88,5,15,18,50,124,11,25,35,259,16,10,8
28,28,49,29,4,16,22,99,10,20,37,138,20,2,9
6,11,28,88,6,31,39,194,11,42,59,189,5,2,5
10,10,20,0,7,7,19,0,10,10,22,22,4,5,3
18,50,62,225,26,33,57,109,7,15,22,269,17,25,5
34,42,86,38,31,35,82,0,27,27,73,23,14,10,10
9,39,49,191,4,86,99,253,1,10,15,59,9,3,1
5,5,32,6,10,18,38,95,4,7,14,93,5,8,0
15,15,37,0,13,13,37,0,18,20,46,0,13,11,13
3,30,35,241,10,17,41,85,12,12,39,10,1,5,11
17,17,40,0,18,18,53,0,13,13,35,0,5,4,1
41,64,83,3,17,35,54,73,15,28,50,122,25,12,9
13,25,34,39,8,29,48,177,7,19,45,75,2,2,2
8,8,53,0,8,8,52,0,10,10,67,0,3,5,2
24,31,55,106,23,34,56,101,34,49,71,96,13,16,24
5,20,32,48,26,44,56,227,23,37,57,96,0,15,6
13,25,36,134,28,55,67,206,28,52,68,226,7,8,21
13,55,65,166,8,38,58,106,9,34,49,29,6,6,5
21,24,38,63,33,36,58,112,14,17,41,108,10,29,11
5,10,29,15,13,17,29,81,21,39,58,126,5,10,17
10,12,48,18,8,8,34,0,5,5,48,3,7,7,5
36,43,54,108,15,44,52,277,14,37,44,259,8,11,7
16,20,36,77,14,99,132,227,14,42,55,101,10,10,13
38,48,103,56,19,43,80,135,25,41,84,55,0,1,5
17,20,41,77,17,36,68,5,2,2,10,9,14,16,2
12,36,52,207,4,19,26,173,6,10,22,184,12,4,6
19,42,77,0,13,34,47,48,9,42,64,99,6,4,6
