"winner","red_sig_str_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","red_ctrl_time_rnd_1","red_sig_str_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","red_ctrl_time_rnd_2","red_sig_str_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","red_ctrl_time_rnd_3","red_sig_str_head_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_rnd_3","blue_sig_str_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","blue_ctrl_time_rnd_1","blue_sig_str_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","blue_ctrl_time_rnd_2","blue_sig_str_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","blue_ctrl_time_rnd_3","blue_sig_str_head_rnd_1","blue_sig_str_head_rnd_2","blue_sig_str_head_rnd_3"
"blue",12,12,26,0,9,12,25,5,19,24,35,10,7,5,7,20,31,47,4,18,23,42,0,24,35,43,0,16,15,18
"red",6,6,36,0,16,16,36,0,20,20,49,0,6,13,17,13,13,37,0,11,11,35,0,12,12,48,0,10,6,10
"red",9,16,39,41,14,39,56,122,28,51,70,232,7,10,26,6,6,11,0,2,5,7,0,2,18,23,0,3,2,2
"red",24,28,70,0,13,18,61,19,29,36,83,16,14,8,23,13,13,34,33,12,13,33,28,15,17,32,18,8,7,9
"red",19,19,37,0,24,24,44,27,14,19,33,156,2,6,8,3,3,7,0,10,10,18,0,20,32,51,0,2,6,18
"blue",4,6,17,9,9,11,21,24,7,28,32,30,2,5,6,23,24,56,85,22,32,65,104,12,25,27,245,8,16,11
"blue",9,15,39,42,8,9,45,30,6,8,34,129,7,4,6,25,36,64,58,30,32,68,10,23,34,65,0,10,14,12
"blue",9,9,29,0,11,13,36,0,21,21,43,1,4,3,11,13,13,38,2,15,29,44,104,17,22,42,26,8,5,8
"red",18,19,46,0,16,17,45,0,20,22,44,61,9,11,10,12,14,41,22,9,9,33,4,9,16,35,28,10,7,7
"blue",16,22,38,9,26,26,45,28,7,7,16,20,9,23,7,19,23,55,20,33,40,82,11,13,67,89,212,12,23,11
"blue",16,22,56,4,19,30,59,7,10,12,37,4,9,14,8,12,19,52,53,19,33,63,140,17,44,71,218,8,14,14
"red",20,20,44,38,27,32,49,60,27,28,60,9,11,11,17,13,13,32,0,9,11,40,5,14,14,38,0,3,4,10
"blue",18,18,46,0,18,18,28,91,10,14,27,81,4,6,6,13,13,40,0,16,25,36,105,19,23,46,104,4,11,16
"blue",12,36,63,202,20,33,68,142,12,16,44,55,5,10,7,15,38,48,13,32,43,68,7,18,21,37,101,5,18,9
"blue",11,35,47,0,25,32,63,0,20,42,54,0,3,17,13,4,18,26,187,16,18,48,68,22,38,55,203,0,7,13
"blue",8,8,29,0,7,9,28,23,13,15,32,39,2,1,6,9,9,29,1,24,26,44,53,18,18,41,11,7,15,12
"red",24,25,57,2,29,31,81,28,39,39,99,33,7,19,28,17,17,33,23,18,19,42,17,17,17,55,4,12,11,14
"red",10,41,53,169,23,23,39,0,24,26,40,25,5,12,17,10,36,53,0,10,10,32,0,18,19,63,0,9,3,10
"blue",18,18,39,0,24,24,56,0,27,27,60,14,0,4,8,17,17,50,0,36,36,84,5,23,23,60,12,14,22,16
"blue",20,20,48,0,15,25,50,136,24,34,57,54,7,9,8,11,16,46,46,16,31,51,20,16,34,69,0,8,12,14
"red",41,41,77,5,16,20,39,83,15,30,39,83,27,8,10,57,61,108,19,29,33,58,0,6,13,28,141,33,13,4
"blue",12,22,35,62,11,31,45,174,15,26,35,3,8,11,14,13,27,46,97,12,15,32,25,11,21,41,193,10,9,10
"red",37,38,78,97,25,36,50,262,10,14,25,204,30,21,7,25,33,71,5,2,6,15,0,10,21,37,3,19,2,8
"blue",11,12,17,0,7,25,33,0,53,61,88,14,4,4,46,7,8,34,69,21,28,53,172,29,32,115,65,3,16,27
"blue",30,30,94,0,37,37,99,3,36,37,110,16,5,18,21,21,21,66,0,69,69,124,0,63,67,114,0,17,64,54
"blue",18,28,59,74,4,10,20,213,12,18,46,32,11,1,9,23,26,61,1,10,22,40,0,33,56,115,88,16,4,20
"blue",8,32,41,6,10,50,68,78,9,60,63,207,3,2,9,15,27,32,192,12,26,29,134,5,13,17,47,8,9,4
"red",12,16,38,29,25,29,58,33,22,27,52,32,7,15,16,15,17,25,118,18,19,52,45,24,24,50,51,12,15,20
"red",12,26,39,221,13,47,59,168,23,53,65,261,7,6,15,10,13,23,0,14,20,36,40,2,3,8,0,8,8,1
"blue",5,5,16,0,7,7,13,8,18,30,38,145,1,3,12,27,30,61,105,6,6,14,5,13,20,29,8,26,2,9
"red",16,66,81,196,19,55,66,212,12,72,82,250,15,19,11,1,4,6,65,1,1,1,52,0,2,3,17,1,1,0
"red",15,21,36,70,16,19,34,98,26,39,52,39,9,10,21,15,19,30,0,11,17,33,0,21,24,47,129,0,2,10
"red",25,27,38,11,30,32,41,49,20,21,37,54,15,22,16,23,23,48,23,23,29,43,75,20,20,52,23,9,10,10
"red",10,29,45,146,27,35,54,113,40,62,93,76,7,23,37,4,14,47,8,10,18,38,96,15,21,52,37,3,6,6
"blue",24,24,44,0,41,41,63,0,49,49,89,0,6,15,17,25,25,71,0,25,25,87,14,30,30,110,0,10,16,24
"red",14,24,38,90,12,37,55,144,32,72,92,191,5,0,23,11,11,23,5,7,8,12,0,5,9,18,0,7,2,3
"blue",19,21,57,15,13,13,27,0,10,10,31,0,17,12,8,39,40,95,9,36,54,105,97,52,53,118,4,28,28,40
"red",11,26,31,279,10,52,57,275,7,19,25,261,10,10,5,13,16,20,0,1,4,9,0,14,24,32,0,13,1,14
"red",20,41,53,111,19,34,48,61,22,32,58,107,4,11,16,11,48,67,106,16,38,63,127,25,38,74,46,10,11,18
"red",7,8,14,0,5,5,16,21,8,16,25,159,3,1,8,6,7,14,10,6,6,26,0,3,15,25,0,5,5,2
"red",15,20,50,0,25,27,83,0,25,31,69,0,9,10,18,5,5,26,53,14,15,41,29,23,24,63,67,2,7,21
"red",38,43,73,11,36,38,61,9,29,54,83,10,15,8,19,37,39,75,73,38,38,75,21,19,22,44,77,24,20,11
"blue",14,16,74,11,11,14,16,201,3,10,20,197,0,2,1,8,8,21,0,24,39,42,33,20,36,49,20,1,11,11
"red",6,7,29,5,10,10,34,7,5,6,23,26,3,9,3,3,3,30,0,9,9,20,0,8,8,28,21,2,2,2
"blue",18,18,37,2,16,16,36,7,44,58,90,74,6,7,40,17,17,46,8,36,44,79,17,16,23,55,12,5,28,13
"blue",27,41,66,128,14,37,52,122,12,19,49,57,13,9,7,20,60,81,118,12,30,47,84,15,17,33,35,15,9,13
"red",24,24,51,7,18,20,37,8,12,24,36,10,22,16,12,13,20,49,111,11,25,43,151,7,29,45,122,11,9,5
"red",16,18,47,0,24,28,63,17,31,37,78,106,14,14,15,38,40,101,2,15,15,64,0,25,25,64,19,21,11,19
"blue",3,3,12,0,9,24,42,124,11,40,57,105,0,5,6,6,6,20,2,4,8,25,0,20,30,63,0,0,2,11
"red",20,27,50,71,20,24,34,150,17,18,38,59,6,9,10,9,9,30,30,12,17,27,55,9,10,35,0,8,6,8
"blue",9,13,34,0,11,15,44,0,5,11,24,0,4,7,1,15,20,48,12,14,18,50,0,14,33,42,64,3,5,3
"blue",10,19,40,65,10,21,34,237,4,16,27,2,1,8,3,15,15,37,20,6,9,21,0,14,23,45,183,7,4,5
"red",10,10,48,0,13,57,70,0,8,42,54,0,6,5,6,15,15,45,2,3,4,17,221,2,4,20,208,8,3,1
"blue",0,1,3,0,5,8,17,17,5,7,11,2,0,4,5,8,42,54,290,11,26,35,243,6,21,29,280,8,9,6
"blue",18,18,48,0,7,17,30,140,16,25,45,69,10,4,15,13,13,26,12,5,9,17,65,2,5,17,44,9,2,1
"blue",9,11,18,12,18,18,34,0,18,29,55,38,3,4,10,25,37,61,140,20,28,61,24,22,43,64,119,14,8,17
"blue",5,6,9,0,10,10,19,0,18,18,31,19,1,8,14,10,20,28,166,2,14,19,190,4,4,12,47,3,1,2
"blue",20,28,59,25,28,32,70,6,15,22,47,13,14,16,12,12,30,71,151,34,36,86,107,8,24,56,210,8,25,5
"red",25,55,74,212,12,19,36,117,26,41,66,144,24,9,23,7,8,35,0,42,47,94,2,28,34,75,0,3,28,19
"red",34,34,63,6,34,53,74,89,25,45,77,173,17,28,13,10,13,37,142,13,32,53,121,15,16,38,0,10,11,10
"blue",11,11,27,68,8,9,28,38,9,9,23,19,6,3,5,19,27,47,2,37,43,63,33,24,24,50,34,14,29,16
"blue",8,15,28,0,13,25,33,0,5,9,17,0,4,8,4,29,44,91,142,13,22,34,229,18,31,60,141,19,8,13
"blue",9,9,17,127,19,20,42,0,3,12,20,185,5,15,1,14,19,46,34,43,43,89,38,17,28,42,68,8,22,16
"red",17,19,41,0,34,34,77,0,27,27,68,2,6,21,11,6,6,17,4,12,12,33,3,20,22,57,34,2,10,16
"blue",16,16,52,0,23,24,61,4,27,27,71,5,6,8,17,35,35,88,0,33,35,71,9,28,28,76,0,25,25,19
"red",12,12,43,56,24,30,65,92,11,14,46,119,8,15,8,6,7,20,66,11,15,43,37,16,18,41,34,3,10,14
"blue",12,15,36,25,11,18,44,52,61,78,117,145,6,4,58,26,26,40,6,14,14,28,31,9,9,20,6,17,3,8
"red",18,18,50,0,18,18,52,6,12,17,54,40,11,10,5,5,5,50,0,12,12,43,26,10,12,49,21,5,6,9
"red",11,53,71,225,20,42,56,160,28,71,89,283,9,19,15,10,35,47,46,3,6,9,129,6,16,35,5,6,1,5
"blue",7,12,17,0,6,11,28,52,9,15,38,90,3,1,3,19,55,70,209,9,18,40,11,10,34,66,25,14,4,6
"red",9,20,65,101,11,42,58,241,20,50,89,169,7,9,20,9,15,32,29,7,16,24,22,7,10,26,0,9,6,5
"red",18,18,45,3,11,12,47,55,23,25,44,6,15,8,22,11,11,36,5,8,9,43,14,6,7,34,37,8,5,4
"blue",2,8,15,144,11,15,27,81,7,16,35,70,0,3,4,15,18,28,6,26,33,46,37,30,34,56,34,13,20,23
"red",12,12,37,0,17,17,49,0,19,19,60,0,8,10,14,10,10,36,1,9,9,33,6,12,12,52,12,6,7,9
"blue",15,22,36,121,11,35,44,223,4,20,24,0,4,10,3,20,49,63,129,6,24,39,30,8,27,37,279,13,5,4
"red",13,15,25,18,22,23,49,12,17,29,49,0,3,10,14,2,12,24,97,11,20,52,58,6,53,86,206,1,9,4
"blue",22,25,40,0,12,14,37,0,3,15,27,250,4,5,2,24,42,98,152,10,31,59,167,3,7,12,33,21,8,3
"red",27,29,62,0,34,34,98,3,17,17,66,17,17,28,14,12,14,45,24,14,14,54,0,37,38,97,0,9,13,31
"red",28,37,68,96,24,27,60,34,18,24,52,50,22,16,9,18,38,69,94,18,28,51,102,11,31,45,156,12,7,4
"blue",13,13,56,9,23,31,78,48,26,56,91,148,9,23,23,37,37,67,3,36,36,65,0,15,16,37,7,24,25,13
"red",9,10,29,0,20,20,46,0,17,20,41,2,5,18,10,12,12,33,0,18,18,34,0,14,14,32,3,5,9,6
"blue",1,1,8,0,6,6,20,0,14,54,67,162,0,2,13,13,13,32,0,38,40,61,67,6,6,15,0,9,36,5
"red",17,20,30,30,10,17,34,26,12,33,44,156,9,6,7,8,18,30,102,9,25,36,104,7,11,17,33,7,6,3
"blue",17,24,44,23,3,6,14,0,0,3,4,0,11,2,0,21,25,64,97,43,75,99,256,20,56,74,287,16,37,19
"red",6,26,33,143,27,27,51,0,29,33,56,40,1,9,18,19,28,36,110,22,22,60,4,19,22,67,3,11,11,13
"blue",18,36,70,56,32,54,99,76,34,46,95,4,11,25,24,11,17,39,77,11,18,34,80,30,38,73,60,3,4,18
"red",19,19,48,9,10,10,44,0,20,20,70,0,17,6,12,14,21,51,20,20,23,57,26,24,24,70,2,12,15,22
"red",18,53,69,64,14,30,57,141,36,49,78,40,16,13,30,1,7,11,37,8,10,28,101,20,20,29,28,1,3,6
"red",1,21,22,272,1,29,40,243,1,26,33,211,0,0,0,0,5,6,0,0,7,11,0,23,34,37,55,0,0,22
"blue",10,12,47,0,36,37,92,0,9,30,50,0,7,25,2,22,34,60,191,38,40,79,2,9,32,55,205,17,28,6
"red",8,27,41,23,19,30,52,131,23,33,72,6,6,12,15,16,36,47,231,15,20,38,16,16,27,64,100,15,13,14
"red",5,11,16,22,17,28,35,188,22,34,52,61,3,9,14,7,26,39,235,8,14,26,37,7,10,19,145,3,3,3
"blue",24,24,73,0,35,35,80,0,25,26,70,0,10,15,7,20,20,57,0,22,22,62,0,33,33,82,0,11,17,24
"red",4,22,25,78,11,23,31,28,4,8,14,39,3,11,2,4,20,29,141,8,26,36,226,14,40,61,157,3,6,11
"red",10,20,27,277,10,26,36,279,6,39,52,279,7,9,6,4,10,12,5,0,5,9,0,3,9,12,10,4,0,2
"red",30,39,54,100,32,36,60,48,25,37,60,116,19,23,23,18,27,50,35,33,40,60,63,31,37,54,10,7,12,12
"red",26,30,61,5,30,31,81,10,24,30,53,146,13,20,15,19,21,33,61,24,24,52,36,12,17,36,18,7,16,6
"red",16,17,43,0,13,29,34,157,24,36,53,102,11,6,13,38,40,91,13,6,14,24,0,19,19,62,0,34,3,18
"red",17,17,34,23,31,32,52,14,45,45,71,1,8,14,21,19,29,40,144,21,30,51,98,19,25,47,80,15,15,13
"red",37,40,99,48,37,38,78,72,37,43,86,36,34,28,33,19,26,69,0,23,34,77,25,28,28,64,22,8,14,13
"red",7,9,15,21,18,22,41,47,28,34,58,63,4,15,23,14,22,39,225,6,9,17,76,6,6,14,25,13,3,5
"blue",1,5,16,134,11,25,36,132,1,12,16,96,0,9,0,8,10,18,36,14,20,30,80,10,17,19,121,0,10,3
"red",23,33,56,91,20,28,46,163,15,23,46,114,19,13,6,19,30,64,0,11,24,46,6,26,27,58,0,18,7,13
"red",21,21,45,0,23,23,54,0,20,20,36,0,6,6,7,14,14,50,0,24,24,59,0,9,12,44,18,6,12,4
"red",4,20,28,124,23,23,47,0,18,18,52,6,2,9,10,4,15,27,93,16,16,46,0,15,20,47,47,3,9,10
"blue",24,28,60,129,61,61,111,29,6,9,24,221,16,46,3,28,31,67,0,48,54,103,0,22,87,114,0,15,28,18
"blue",13,19,44,0,17,17,70,0,22,22,72,3,6,15,17,11,19,57,71,23,23,66,0,27,30,83,2,9,16,26
"blue",14,27,44,163,8,19,33,138,7,30,43,217,10,8,6,14,34,46,44,4,29,34,140,2,10,19,19,8,3,2
"blue",6,7,20,15,4,6,14,26,26,41,65,158,3,3,21,26,44,63,186,10,25,39,211,13,14,38,4,23,9,11
"blue",3,13,19,9,3,19,26,1,10,15,22,0,3,2,5,5,28,39,189,14,44,54,277,7,16,26,194,5,8,6
"red",10,47,65,270,37,77,97,207,43,103,141,170,4,27,26,23,49,60,0,16,36,45,0,18,21,42,0,21,13,15
"red",10,17,31,135,10,21,36,122,16,35,43,166,7,8,13,9,30,46,10,9,24,44,0,6,11,30,10,6,3,1
"red",2,23,27,257,4,14,17,203,22,23,64,12,0,4,14,9,17,22,0,4,21,26,72,14,14,31,0,8,3,8
"red",1,13,16,167,23,29,54,85,19,26,42,161,0,11,13,6,10,14,119,12,13,26,45,17,18,30,30,5,10,13
"blue",18,20,38,63,8,8,28,72,7,7,36,17,9,6,2,15,21,50,0,43,55,68,98,25,25,49,7,5,36,10
"red",14,14,45,0,24,27,59,23,27,29,80,27,1,11,15,5,6,22,0,12,13,25,0,9,13,35,0,1,1,3
"blue",8,10,16,44,11,26,33,47,17,20,45,0,6,8,10,10,26,45,144,10,12,25,107,22,27,58,37,7,5,14
"red",12,17,34,72,23,23,39,31,16,23,43,70,9,15,7,9,11,34,7,16,16,55,2,4,7,33,5,7,14,2
"red",3,7,14,238,5,8,25,58,4,18,27,210,2,4,4,1,11,15,26,11,14,27,24,6,14,18,40,0,5,5
"red",17,33,57,137,16,76,85,240,17,49,64,170,15,9,12,7,9,27,0,7,10,16,0,4,4,18,39,7,6,3
"red",8,9,14,252,11,12,32,41,5,5,24,26,5,7,2,4,36,41,9,6,50,58,145,14,50,58,128,2,1,9
"blue",14,14,29,0,9,16,23,18,16,18,40,0,4,2,5,40,52,96,151,13,16,33,147,18,19,59,31,35,10,16
"red",18,34,46,188,10,15,33,34,13,15,32,16,16,5,5,4,4,10,20,7,7,28,0,9,9,29,0,2,4,5
"red",14,21,32,212,10,26,32,222,3,6,8,103,10,10,2,7,12,29,5,8,11,18,30,13,27,32,173,4,7,2
"blue",0,5,10,146,9,17,25,97,4,12,16,142,0,6,4,3,9,10,109,2,15,17,183,10,23,30,110,3,2,5
"blue",20,20,39,5,4,6,16,0,1,3,8,0,8,1,1,15,36,51,193,18,55,64,250,18,58,65,273,11,15,15
"red",38,45,74,53,12,38,44,226,4,20,27,84,21,5,3,9,9,44,77,1,2,6,52,3,21,22,196,8,1,3
"blue",6,9,31,3,8,21,51,0,5,15,42,6,4,5,5,8,16,45,116,10,18,42,106,6,21,49,140,6,10,6
"blue",17,26,42,1,15,21,32,12,13,15,30,32,4,4,3,14,21,29,64,16,27,44,9,18,30,46,22,8,14,13
"red",13,16,47,24,24,24,56,5,27,28,59,24,11,21,25,9,11,29,0,14,14,36,0,12,13,44,0,7,8,7
"blue",13,20,26,13,1,39,49,18,7,33,46,3,12,1,6,11,13,24,223,4,13,19,258,8,10,15,243,7,1,4
"blue",21,21,60,0,4,30,38,58,1,15,18,14,3,2,1,8,8,68,5,5,27,48,170,2,35,42,252,7,4,2
"red",12,15,28,48,2,7,12,73,3,8,9,81,3,1,0,16,19,31,28,8,25,35,177,13,22,30,141,3,6,7
"red",2,5,8,235,3,5,18,135,6,23,34,253,0,3,4,8,12,15,51,10,15,21,88,5,7,14,11,6,6,4
"red",7,8,13,37,8,23,29,138,13,24,34,50,2,4,9,5,16,27,121,6,18,28,57,10,19,38,102,1,4,5
"blue",22,25,74,7,16,16,43,0,21,21,71,0,18,7,10,28,42,70,72,12,30,51,165,12,13,58,81,25,11,12
"blue",13,24,46,0,5,27,42,0,4,39,49,0,7,1,2,7,12,22,96,6,19,25,202,9,16,21,211,4,3,8
"red",11,19,34,56,15,17,44,0,28,28,59,0,7,8,22,5,11,26,43,10,15,38,7,11,11,33,0,3,8,6
"blue",1,8,12,165,6,7,18,26,4,8,16,149,0,2,3,0,13,14,90,49,71,99,117,13,21,35,45,0,38,11
"blue",15,15,53,0,6,26,51,0,16,52,83,0,13,5,15,8,8,17,0,9,18,27,91,14,17,35,136,0,6,10
"red",10,13,23,2,35,39,66,28,11,45,60,6,7,19,7,9,19,30,252,15,15,36,30,15,33,51,246,7,10,13
"red",13,34,52,183,5,33,49,222,14,19,43,139,5,3,6,5,20,38,17,5,17,27,8,17,29,45,0,2,5,9
"red",15,38,53,141,24,47,86,87,23,48,80,77,9,16,14,16,20,45,0,17,18,62,0,15,21,50,31,12,15,12
"blue",16,22,41,14,7,11,15,36,11,16,34,27,2,2,5,26,31,65,63,4,16,39,170,10,17,39,98,14,1,9
"blue",8,8,19,0,4,7,9,0,9,13,34,0,2,2,4,9,13,25,38,5,19,25,272,3,13,25,72,0,1,0
"red",19,24,41,11,26,36,56,0,15,37,47,46,5,4,4,15,20,56,141,13,16,65,43,6,18,63,103,5,7,5
"red",18,21,31,99,4,10,17,132,10,24,32,157,8,3,4,9,15,37,56,5,11,24,101,14,15,37,14,7,3,7
"blue",17,18,53,18,9,29,57,90,21,22,64,78,15,5,18,26,28,79,14,19,21,68,0,22,35,85,0,12,10,14
"red",10,16,27,177,22,26,47,102,14,25,43,118,2,7,1,13,23,30,0,12,12,26,9,10,11,18,15,4,9,1
"red",19,20,62,0,38,39,109,29,9,11,25,17,6,20,6,6,6,25,138,14,14,43,4,5,11,21,234,6,12,5
"red",8,10,34,17,9,14,19,58,4,12,18,16,7,9,3,8,8,31,17,7,15,21,160,13,22,35,116,3,3,6
"blue",11,11,34,0,23,23,56,0,23,27,45,36,10,17,10,14,18,38,104,15,17,63,73,12,15,49,77,4,6,4
"red",7,34,41,232,14,47,62,268,20,38,59,91,7,6,11,1,10,10,33,1,8,12,0,11,14,36,0,1,1,9
"red",18,25,30,226,20,34,49,163,25,57,89,161,9,8,18,12,13,18,41,20,31,48,0,10,11,26,0,2,4,8
"red",14,15,34,0,10,10,28,29,7,7,37,9,5,4,4,12,13,23,0,13,14,26,6,12,12,38,3,6,4,4
"blue",21,21,33,0,9,13,18,52,13,13,27,0,7,4,4,21,21,49,19,12,30,45,119,12,12,31,37,5,2,8
"blue",3,5,10,0,6,12,17,0,7,16,19,42,2,2,6,3,29,42,243,13,34,44,210,10,32,43,230,2,11,10
"red",29,29,51,0,19,19,44,12,16,16,33,19,13,11,7,11,13,33,0,16,18,36,15,8,41,60,72,5,6,6
"red",13,30,39,253,21,44,60,188,22,63,83,211,9,12,17,2,4,10,0,5,6,20,0,2,2,19,0,1,1,1
"red",15,16,39,169,5,9,17,121,15,18,23,185,12,3,15,15,35,57,5,12,37,56,0,15,26,41,0,11,5,11
"red",10,25,35,274,2,12,15,106,0,17,24,0,7,0,0,3,4,7,2,20,30,53,127,6,22,32,265,1,12,2
"blue",14,14,26,24,12,13,29,3,6,9,27,0,3,2,0,14,22,36,107,4,19,28,69,9,22,34,172,5,1,5
"blue",4,15,24,82,7,15,29,15,9,21,28,54,0,2,4,6,6,13,127,9,9,28,124,5,8,13,134,4,4,2
"blue",9,9,33,0,8,8,27,0,35,35,49,98,6,6,12,3,3,47,0,5,5,39,36,1,4,26,3,3,3,1
"red",7,8,20,1,9,20,40,123,15,16,38,1,2,5,6,5,5,20,72,7,17,30,108,11,11,30,0,4,7,8
"blue",7,12,21,57,38,59,94,170,14,32,41,74,3,33,6,10,20,25,202,20,25,59,59,12,38,43,197,5,17,1
"red",30,34,66,71,33,43,81,0,36,37,83,0,17,18,24,13,18,41,26,29,42,61,109,25,34,60,37,9,12,16
"red",23,23,71,0,24,26,70,0,28,31,66,23,18,17,21,21,22,55,29,11,11,43,7,15,16,36,39,15,9,12
"red",5,36,51,215,12,22,36,0,4,52,64,167,3,4,4,3,11,12,47,12,20,31,121,6,16,18,92,3,8,4
"red",34,34,70,0,28,28,57,2,22,22,45,8,20,17,15,22,22,64,0,32,33,61,0,40,44,82,34,7,14,15
"red",16,24,38,148,11,25,35,255,9,15,24,199,9,10,7,12,18,39,0,3,7,19,0,2,4,17,0,1,2,1
"blue",13,19,31,207,13,18,38,94,20,23,56,77,6,8,12,2,2,14,44,19,27,59,0,17,21,63,11,1,8,8
"red",9,16,34,124,3,53,67,61,6,62,70,146,7,3,5,10,19,42,87,12,21,31,204,5,10,19,122,4,9,2
"blue",16,21,31,101,11,17,25,43,1,6,11,19,7,5,0,21,45,53,143,16,60,74,222,30,94,114,268,11,9,25
"blue",8,10,21,12,1,6,11,4,2,8,11,0,3,0,1,17,26,48,173,7,19,26,272,3,10,12,274,10,4,3
"blue",18,21,65,65,10,14,49,92,9,13,40,92,17,10,9,11,16,53,51,20,28,65,54,13,21,44,92,9,17,11
"red",11,21,39,134,11,26,44,95,21,34,47,114,0,2,13,17,21,40,19,11,17,41,7,16,20,39,3,9,5,11
"red",8,31,36,8,13,18,35,58,9,28,42,121,3,7,5,11,16,30,275,3,16,27,182,3,6,13,141,3,0,3
"red",12,40,48,245,10,43,48,201,19,33,36,210,1,2,9,3,3,6,32,7,17,19,76,3,31,34,55,0,2,0
"red",16,16,31,28,20,20,32,1,15,15,19,210,10,16,14,12,14,39,0,23,24,54,4,12,12,21,0,9,17,7
"blue",6,6,11,105,6,8,12,53,2,2,2,5,4,3,1,4,12,21,128,11,22,24,205,2,36,37,278,0,3,1
"blue",2,7,8,8,15,40,47,78,19,34,36,4,1,8,7,35,37,43,285,18,24,28,193,30,52,60,268,14,7,8
"red",31,36,55,27,21,22,42,31,28,28,52,63,15,15,15,6,8,18,89,10,13,28,89,21,28,38,47,3,1,6
"blue",29,32,48,24,20,20,51,0,34,34,74,1,20,14,28,12,12,44,0,17,17,40,7,26,26,69,0,3,4,11
"red",20,45,61,116,10,24,33,205,29,29,79,0,15,8,25,11,16,25,106,6,17,24,50,48,48,92,0,2,1,33
"red",7,18,35,240,11,11,24,208,9,15,26,223,0,1,3,9,10,25,0,8,19,48,0,7,12,30,0,4,4,5
"red",16,59,72,0,18,53,62,0,4,37,55,95,8,9,2,18,19,39,143,8,10,36,167,20,38,52,138,0,0,6
"blue",8,10,29,53,7,8,19,66,6,9,13,55,6,5,5,5,5,19,29,18,21,41,79,8,20,32,65,0,13,8
"red",18,36,51,8,6,16,29,23,26,35,47,17,11,5,15,11,39,55,221,6,37,54,187,6,12,36,155,5,3,4
"red",7,28,43,293,13,33,50,198,19,30,76,66,5,9,15,6,18,21,0,12,35,49,0,16,29,57,0,4,4,9
"red",45,46,110,15,26,45,67,142,23,60,75,256,30,18,17,30,30,71,16,7,12,23,40,7,10,16,0,23,6,6
"red",10,28,36,225,21,42,67,201,5,15,21,240,9,15,3,11,14,24,0,7,9,18,0,5,16,24,21,6,6,4
"blue",11,11,25,0,5,5,29,0,7,7,23,34,9,3,6,25,25,28,0,18,18,29,0,19,19,27,0,5,6,7
"blue",8,20,33,6,7,12,34,21,7,9,25,15,2,6,3,18,48,59,198,13,24,51,169,19,39,52,202,10,9,9
"blue",8,10,40,14,15,22,48,0,17,19,62,1,4,8,12,8,11,64,2,20,21,76,1,16,16,74,0,4,8,5
"blue",18,26,49,68,31,32,75,5,38,40,97,29,9,21,28,21,21,59,24,36,36,88,0,30,30,107,0,10,30,20
"red",11,13,51,49,12,21,58,48,18,27,49,1,9,10,13,23,24,56,2,9,11,25,76,5,5,21,117,13,5,4
"blue",13,13,33,0,7,7,33,0,11,11,32,0,5,4,6,14,14,73,5,14,16,62,35,10,13,57,21,10,11,6
"blue",5,5,20,0,9,9,41,0,4,5,20,7,3,6,1,4,5,13,40,4,4,16,0,4,8,15,78,1,3,2
"blue",11,16,24,20,12,19,33,6,8,14,20,36,3,9,6,9,23,43,90,22,50,73,165,13,49,68,165,5,8,3
"red",20,21,59,24,15,15,47,0,15,18,60,4,17,11,11,14,15,57,19,17,17,59,21,13,14,53,42,14,16,9
"red",13,13,45,5,12,15,33,43,14,17,59,29,2,7,7,10,10,49,7,9,9,37,0,11,11,51,9,6,8,9
"red",2,12,21,203,10,10,30,72,13,19,30,92,0,6,4,6,9,19,33,12,13,38,0,4,12,30,49,4,11,3
"red",12,14,51,75,12,14,52,37,33,38,83,42,4,10,26,10,11,40,0,12,13,47,3,9,11,50,28,0,4,8
"red",16,16,50,0,22,22,65,0,23,23,75,0,15,22,22,15,17,86,2,26,26,102,0,9,9,110,0,14,26,9
"blue",14,14,35,80,12,13,21,78,7,11,38,36,12,8,6,15,17,58,7,16,49,69,128,31,52,90,149,11,7,24
"red",20,28,38,15,43,74,94,144,31,92,113,212,14,31,29,11,13,31,148,8,10,32,65,5,9,20,14,4,5,4
"red",9,42,48,229,9,15,24,144,3,4,5,226,7,4,3,14,57,77,3,25,74,94,16,4,21,28,56,11,17,3
"red",6,6,25,0,12,15,38,4,9,13,49,22,4,6,4,6,6,30,0,10,14,55,17,16,20,66,25,2,0,11
"red",5,15,23,0,13,16,42,69,5,44,50,287,3,6,5,14,22,55,259,19,21,61,33,1,1,2,3,14,10,1
"blue",13,40,57,190,11,17,34,20,16,16,39,0,3,3,7,3,8,19,0,18,20,43,46,17,20,70,0,1,7,11
"red",23,27,55,79,19,20,45,85,25,27,59,46,10,12,21,9,11,46,0,9,10,50,0,11,12,60,0,4,4,5
"blue",6,22,37,115,3,3,12,0,6,6,27,43,3,3,6,1,8,18,52,9,9,30,9,11,14,38,0,1,3,8
