"winner","red_sig_str_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","red_ctrl_time_rnd_1","red_sig_str_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","red_ctrl_time_rnd_2","red_sig_str_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","red_ctrl_time_rnd_3","red_sig_str_head_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_rnd_3","blue_sig_str_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","blue_ctrl_time_rnd_1","blue_sig_str_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","blue_ctrl_time_rnd_2","blue_sig_str_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","blue_ctrl_time_rnd_3","blue_sig_str_head_rnd_1","blue_sig_str_head_rnd_2","blue_sig_str_head_rnd_3"
"red",9,25,38,256,11,28,42,237,11,30,37,257,8,11,5,1,2,6,15,0,2,5,36,1,1,8,5,0,0,0
"red",4,12,20,234,10,33,42,261,4,9,12,198,3,8,2,4,9,18,23,7,10,18,15,11,27,35,68,2,6,8
"red",24,26,49,38,21,25,38,76,17,20,36,110,7,6,4,9,14,38,45,9,12,29,91,11,14,40,7,8,7,6
"blue",6,6,18,59,5,8,20,28,2,3,8,6,4,3,1,10,13,30,28,6,9,18,152,8,25,35,239,9,3,7
"red",13,34,50,215,18,34,42,231,13,52,75,290,10,11,11,9,13,28,37,24,36,53,59,0,20,21,0,8,22,0
"blue",17,31,53,0,3,23,42,0,6,8,22,18,7,0,3,14,24,48,121,6,8,21,235,8,20,38,179,9,4,4
"red",10,26,42,14,12,28,47,71,16,29,41,113,4,5,12,7,23,42,200,7,8,22,166,1,15,29,121,2,5,1
"blue",4,9,15,0,7,12,25,0,6,6,18,56,2,0,5,10,20,32,218,7,20,28,138,12,21,31,106,5,4,12
"red",28,28,85,0,24,24,74,0,24,25,67,0,28,23,24,18,18,69,0,19,19,72,0,13,19,76,45,9,8,4
"blue",4,14,28,109,14,22,38,120,0,5,14,68,4,12,0,10,15,34,13,4,4,21,36,9,23,35,124,5,4,7
"blue",2,3,10,55,10,10,33,70,12,12,49,0,2,8,12,30,58,86,165,22,25,52,0,32,32,77,69,18,18,27
"blue",2,8,15,0,1,6,13,0,7,11,25,9,1,0,6,11,18,23,268,12,19,23,264,7,8,12,211,9,11,6
"red",14,14,45,46,28,30,73,24,22,23,69,24,9,19,12,3,3,22,0,4,4,13,45,10,10,38,0,1,2,7
"red",18,39,62,54,11,40,60,112,17,45,62,140,5,2,10,16,22,52,2,13,19,42,18,8,10,28,13,7,7,6
"red",3,12,17,205,13,36,38,282,3,35,38,235,2,7,2,3,3,14,2,4,6,6,0,4,5,11,0,2,4,4
"blue",23,25,59,0,21,23,63,0,26,28,65,48,9,10,21,26,27,36,27,17,24,45,45,12,13,47,0,18,14,9
"blue",30,32,54,4,22,27,41,5,15,19,28,0,14,16,8,16,16,31,81,16,24,33,131,21,43,47,184,12,10,14
"red",32,38,57,0,30,30,65,0,35,44,54,19,32,30,31,11,11,28,51,21,21,50,2,28,33,47,105,10,21,26
"blue",1,2,9,95,5,6,9,144,1,4,10,62,1,4,1,19,37,48,131,14,32,36,130,26,60,65,178,12,8,23
"blue",0,1,4,0,13,22,25,63,15,26,34,84,0,4,5,16,47,68,284,8,18,27,172,7,18,35,139,15,4,2
"red",7,7,23,0,7,7,21,0,18,18,53,6,6,7,13,5,5,30,0,10,10,49,0,5,5,48,0,2,7,2
"red",17,22,60,41,16,17,48,8,21,25,62,11,13,11,12,17,17,76,5,10,10,66,22,12,12,86,43,10,8,10
"red",17,22,51,30,24,30,75,10,20,22,85,2,7,11,14,13,15,32,43,21,25,47,46,18,24,80,8,4,11,13
"red",8,13,22,105,7,29,50,227,9,37,53,269,8,3,8,4,12,19,169,9,10,29,3,7,10,15,15,2,6,5
"blue",12,16,45,5,11,24,41,13,1,5,10,1,7,9,0,15,22,40,108,11,21,35,198,20,36,58,227,6,5,15
"red",21,39,50,194,6,10,14,97,6,46,52,237,3,4,6,3,5,15,20,7,18,25,118,2,2,5,25,3,4,2
"blue",9,17,19,20,4,8,15,16,4,6,10,7,1,1,2,15,71,80,256,21,60,68,235,36,81,99,242,8,13,20
"red",9,19,36,67,2,6,13,0,12,17,40,30,4,1,7,7,14,20,184,3,24,33,281,7,14,28,126,2,3,2
"blue",24,30,48,192,2,9,17,103,8,8,19,23,22,2,7,16,48,69,50,22,70,93,160,22,58,88,217,10,17,11
"blue",6,6,28,0,7,7,30,0,6,6,39,0,3,4,4,9,9,28,21,6,11,33,45,13,15,37,21,4,3,6
"red",9,29,35,262,13,22,41,200,17,39,55,232,7,9,13,0,1,3,0,8,10,35,0,9,20,38,0,0,4,7
"blue",19,32,57,14,6,14,28,64,2,6,22,27,14,6,2,23,43,67,125,20,39,59,131,27,48,80,176,16,13,25
"red",10,11,52,0,14,18,45,54,18,18,74,7,4,4,8,7,7,44,14,8,14,41,29,17,17,59,0,4,5,12
"red",1,24,35,253,13,14,47,36,6,9,34,30,1,11,6,1,1,7,0,4,4,17,127,2,4,9,162,1,2,1
"red",12,17,33,61,8,28,51,144,5,27,40,174,3,5,4,11,14,29,45,6,6,16,1,3,20,25,79,3,2,2
"red",25,87,103,262,10,85,99,293,4,42,56,226,20,9,2,5,7,13,0,2,12,16,0,4,18,21,57,2,2,3
"red",12,17,33,78,15,15,38,0,3,35,51,238,6,14,2,6,6,32,0,10,10,46,0,4,9,22,11,1,2,3
"red",26,34,67,24,13,47,69,157,23,65,83,105,17,9,19,17,19,82,10,6,8,25,56,7,9,34,78,13,5,6
"red",5,8,22,23,14,15,34,61,15,16,30,12,4,6,13,2,20,36,145,1,1,16,55,3,23,39,143,2,1,3
"red",4,10,14,228,17,25,40,203,5,5,17,117,1,7,1,4,9,16,40,5,11,20,4,10,16,30,37,1,2,4
"red",17,25,53,146,21,48,74,245,10,31,42,254,10,8,8,4,4,15,0,1,1,7,0,0,0,5,0,0,0,0
"red",14,19,36,131,10,21,44,122,0,5,8,4,7,6,0,6,6,19,4,6,7,18,11,22,40,53,239,3,4,17
"red",10,11,54,0,15,15,48,6,16,27,52,5,8,10,11,18,18,59,0,28,31,95,0,24,28,105,0,10,20,19
"red",13,21,48,2,16,26,52,85,7,27,49,181,9,8,5,32,36,78,47,12,13,35,74,8,11,23,36,30,12,8
"red",35,35,72,29,30,34,62,0,22,26,37,274,17,8,15,20,27,81,26,17,39,90,122,0,1,9,0,9,10,0
"red",16,52,70,264,29,65,92,221,15,64,78,151,16,24,8,3,7,13,0,4,9,20,0,8,16,41,47,3,4,6
"red",21,23,71,16,19,23,70,88,7,21,51,159,10,17,4,8,8,58,21,10,10,45,0,4,6,27,42,4,7,2
"blue",6,6,23,30,18,33,63,59,31,34,78,18,3,10,25,16,27,65,87,27,35,81,9,28,33,85,17,6,13,17
"red",15,31,62,78,13,35,70,194,14,33,51,225,13,12,12,11,11,28,0,7,16,28,5,3,4,8,19,0,3,1
"red",12,14,37,6,13,19,43,0,7,32,60,92,7,6,2,12,14,63,16,11,12,51,33,9,14,54,19,7,6,5
"red",5,8,38,193,3,8,23,179,4,5,17,62,4,3,4,10,26,48,6,8,22,31,0,13,19,43,8,4,3,8
"red",20,26,62,67,29,38,93,69,45,46,126,9,15,17,28,10,15,35,69,9,10,21,44,7,8,33,46,9,7,7
"red",15,26,41,210,5,14,23,189,1,15,19,283,13,4,1,1,1,17,9,0,14,26,8,0,5,7,5,1,0,0
"red",8,51,74,152,21,28,76,75,26,30,73,31,4,14,19,6,17,39,62,19,25,69,55,29,52,112,72,2,12,20
"red",6,37,47,212,20,26,53,109,28,28,57,29,3,13,7,6,9,17,52,20,21,41,49,11,13,40,12,1,17,10
"red",28,30,60,66,15,24,43,110,12,28,61,162,16,14,9,11,13,46,13,3,20,37,65,6,12,32,0,7,2,3
"red",15,34,49,115,17,33,45,218,17,47,61,265,11,11,14,10,12,16,109,3,7,12,20,3,9,11,1,4,1,1
"red",3,4,18,0,13,19,28,133,11,13,30,66,3,12,8,12,12,25,0,11,20,22,11,20,29,51,5,1,0,10
"red",12,12,36,0,5,5,27,0,9,9,37,0,8,5,7,6,6,46,4,1,1,50,0,10,10,63,12,2,1,2
"red",11,15,25,18,7,46,54,200,18,39,55,63,4,5,6,6,19,33,152,0,4,7,49,9,13,22,158,4,0,5
"red",19,22,62,37,10,28,55,34,41,41,114,0,10,6,28,10,26,47,78,9,25,43,171,5,5,19,0,8,9,4
"red",12,17,33,118,12,22,39,109,10,14,31,133,5,9,7,5,21,33,87,6,34,47,161,5,28,35,119,2,4,5
"red",35,45,61,130,39,41,74,144,60,61,101,54,12,12,29,25,57,86,112,12,29,60,24,14,17,54,0,18,10,12
"blue",9,22,35,85,9,25,38,213,10,24,37,196,4,5,2,7,7,21,106,12,14,27,35,3,7,29,5,5,10,2
"red",10,13,15,262,7,14,25,137,22,32,57,140,2,3,14,3,7,15,6,13,25,36,61,11,12,18,78,1,3,6
"red",21,34,44,119,19,41,59,160,15,32,62,80,3,9,9,13,34,47,136,12,27,46,19,13,14,47,4,1,6,10
"red",12,64,87,249,49,102,140,279,19,73,103,275,8,37,14,2,2,12,0,2,3,4,0,1,6,9,0,1,0,0
"red",7,14,53,81,9,9,32,100,6,12,50,95,6,9,6,8,15,38,2,8,13,36,30,8,19,49,7,2,5,5
"red",28,42,90,143,15,15,58,0,9,17,44,122,27,10,9,5,11,26,0,14,15,61,1,6,19,49,0,4,13,6
"red",33,46,97,123,28,31,119,39,30,67,121,149,7,15,16,8,9,37,19,11,11,63,0,6,9,58,0,7,10,6
"red",7,48,66,216,9,16,33,74,9,12,50,39,4,3,1,7,11,23,17,9,16,31,144,15,18,39,67,2,3,8
"red",21,33,57,30,22,38,67,16,24,53,73,152,12,9,14,13,37,74,149,10,30,64,122,6,24,50,68,10,8,6
"red",11,17,47,0,8,12,38,17,10,24,56,7,9,7,8,6,11,35,48,10,23,42,68,11,30,68,104,3,7,7
"red",13,30,44,121,25,46,82,159,6,24,41,122,10,22,6,6,9,26,4,4,6,20,0,7,13,32,39,4,4,3
"red",19,26,63,58,18,21,68,27,15,38,70,173,7,6,8,7,7,55,0,12,14,76,0,8,13,50,20,4,6,6
"red",9,9,25,13,10,12,45,0,4,22,30,181,7,9,3,11,14,58,12,20,22,84,3,9,26,50,45,9,9,4
"red",7,29,48,40,7,52,70,45,13,87,104,153,4,6,11,20,30,50,143,3,14,26,185,5,11,17,78,15,3,5
"red",14,14,37,0,11,54,87,282,28,56,101,199,6,7,24,19,20,89,38,5,17,35,0,16,19,65,2,12,5,14
"red",16,16,52,0,11,14,56,5,17,20,76,1,6,1,9,12,12,50,0,7,8,48,0,16,16,57,0,6,1,9
"red",14,28,42,185,10,23,28,252,8,16,23,182,6,8,6,3,14,28,12,8,18,30,1,8,29,33,66,1,7,6
"red",12,45,52,234,9,40,50,251,6,37,50,222,0,1,0,3,10,19,0,3,17,23,0,5,10,19,49,2,2,3
"red",14,27,63,35,7,58,85,121,6,48,67,179,10,5,6,25,31,69,42,9,16,33,81,8,18,24,84,24,8,8
"red",24,26,51,58,14,18,36,53,24,29,59,75,3,4,9,16,23,49,36,12,16,37,91,13,16,57,32,4,7,7
"red",15,44,58,238,6,27,32,246,0,16,21,200,12,5,0,1,7,16,31,5,6,12,0,5,22,55,0,1,3,5
"red",20,21,39,34,13,21,38,108,20,33,50,106,7,9,18,28,34,48,111,6,10,25,29,4,11,26,50,12,5,4
"red",18,25,74,35,23,25,60,1,17,20,41,25,18,18,16,6,6,34,0,15,23,47,80,6,28,52,173,6,12,6
"red",20,36,55,96,18,41,78,153,12,77,103,219,7,11,10,14,30,45,1,11,26,46,0,3,24,37,0,5,7,1
"red",12,13,21,235,16,34,47,274,10,23,34,164,5,12,6,7,20,31,12,5,29,36,16,13,36,60,29,3,4,6
"red",7,34,46,265,8,34,51,227,6,37,51,246,5,8,4,2,15,18,0,7,20,37,13,15,30,36,20,2,5,13
"red",6,14,19,157,4,19,26,169,9,25,33,181,1,1,3,6,17,30,68,2,13,23,82,3,14,30,32,5,1,2
"red",6,6,28,1,12,13,32,23,6,6,24,9,5,7,6,2,2,24,9,14,27,65,134,6,6,31,18,1,12,2
"red",12,39,48,205,11,65,79,287,24,78,95,234,5,10,14,3,6,16,41,0,0,1,0,2,4,16,56,2,0,2
"red",4,31,40,218,4,32,36,264,7,64,75,259,2,1,6,2,2,4,41,0,6,7,22,3,5,10,20,1,0,2
"red",24,24,63,16,11,23,47,160,20,23,63,15,21,10,19,23,23,51,35,14,14,29,7,39,39,76,2,8,6,25
"red",2,2,2,143,14,31,41,247,4,26,39,199,1,13,4,14,35,44,119,6,24,41,0,6,9,18,42,14,6,3
"red",13,34,50,256,12,39,65,210,12,25,42,162,7,9,8,6,41,47,0,5,32,48,0,9,43,62,28,5,4,4
"red",5,32,36,224,11,26,39,211,13,24,42,190,5,11,9,4,8,10,44,7,10,21,31,11,15,26,64,2,2,3
"red",40,41,82,66,17,27,43,0,11,12,31,0,36,16,11,10,18,41,100,5,21,42,267,14,18,47,109,7,3,10
"red",16,17,60,14,41,43,86,0,44,48,108,0,10,21,34,33,39,93,10,19,19,47,11,17,17,62,0,21,7,8
"red",19,28,46,56,24,33,48,84,31,47,70,87,8,9,20,18,37,51,123,13,28,37,125,15,30,48,113,4,5,12
"red",6,24,37,233,12,16,22,243,9,9,12,161,3,1,1,1,8,15,33,1,12,16,29,4,38,55,74,1,1,2
"red",5,7,26,9,6,7,18,1,2,5,12,0,1,2,1,3,9,22,107,5,22,38,136,6,41,55,270,1,1,6
"red",33,33,58,5,15,15,42,0,18,18,62,1,21,7,8,11,11,57,7,9,9,57,0,19,19,71,0,9,5,15
"red",10,21,36,39,23,23,66,1,19,23,65,38,6,13,13,4,12,33,79,16,16,54,5,18,27,70,8,2,13,11
"red",8,50,66,269,12,94,105,254,9,117,149,257,8,7,8,5,14,16,14,9,14,19,25,7,14,21,12,4,4,3
"red",23,25,36,80,21,28,35,68,18,24,29,38,2,3,7,4,9,19,83,9,21,24,140,11,21,34,210,0,4,8
"red",8,14,20,38,13,29,52,128,7,30,37,100,3,8,3,5,47,58,205,10,25,37,35,4,32,38,124,2,6,3
"red",11,25,40,116,24,26,49,21,11,29,47,136,4,7,5,10,10,12,43,6,6,20,39,2,3,8,46,2,3,0
"red",4,20,29,136,8,18,33,126,20,52,72,212,3,7,17,7,24,31,98,4,15,18,145,3,3,10,0,3,1,2
"red",13,29,37,175,10,49,81,174,8,24,41,61,1,3,5,8,24,31,91,8,12,33,12,5,11,30,143,1,4,4
"red",10,20,37,124,21,43,47,220,3,16,22,151,3,8,3,5,23,35,9,3,3,11,0,6,10,17,44,3,2,4
"red",20,47,57,283,7,41,51,273,9,45,58,276,17,4,5,2,5,7,0,3,19,24,1,4,8,15,0,1,2,3
"red",27,29,63,45,33,33,72,0,14,14,58,0,13,23,8,12,15,64,5,6,6,70,0,9,9,73,20,9,6,7
"red",31,32,107,0,11,64,102,0,20,37,93,0,24,7,16,26,27,54,16,7,51,69,183,17,20,35,115,7,1,2
"red",23,27,86,54,31,35,89,55,8,25,44,52,13,13,5,21,22,47,51,15,15,38,25,10,24,34,191,15,8,7
"red",31,31,80,13,20,20,61,0,36,36,82,0,25,13,28,25,25,57,2,30,30,66,0,14,14,66,0,8,21,8
"red",13,30,46,109,11,29,48,171,7,44,47,200,10,10,5,12,15,31,0,9,12,22,0,2,5,9,6,3,5,0
"red",32,69,82,285,16,60,64,253,23,60,64,177,16,5,4,2,2,2,0,0,1,3,0,4,5,13,34,1,0,3
"red",19,30,54,37,6,31,42,78,9,37,53,88,14,5,5,13,18,39,201,6,16,29,195,12,19,33,153,13,4,10
"red",10,10,46,0,17,17,53,0,17,18,66,0,6,8,9,6,6,51,0,17,17,50,41,11,13,49,25,4,10,7
"red",5,12,21,78,13,20,43,148,8,20,27,242,2,11,7,13,18,41,119,15,31,53,65,7,22,30,6,8,9,3
"red",5,20,31,187,10,45,54,239,9,22,37,180,4,7,6,3,9,23,61,3,3,7,0,3,8,25,0,2,3,1
"red",20,34,70,68,20,24,71,60,29,43,104,43,12,12,16,9,11,36,5,9,10,47,0,8,8,54,0,6,5,7
"red",4,20,27,195,2,11,14,208,1,15,24,204,2,2,1,8,15,19,10,5,10,18,0,10,15,20,35,3,3,2
"red",13,16,29,107,17,40,49,261,11,23,29,133,7,15,10,14,23,29,43,4,7,9,10,7,22,28,71,1,1,1
"red",4,14,21,141,14,31,38,168,11,16,26,115,0,6,7,7,20,30,114,9,24,35,59,19,30,45,118,3,3,5
"red",15,25,46,64,21,27,59,53,20,28,71,57,8,18,18,20,21,59,25,24,24,68,0,20,20,58,3,9,12,11
"red",12,24,38,3,14,18,42,11,11,17,35,111,6,10,9,8,8,33,85,11,11,43,0,6,9,28,1,1,4,4
"red",6,9,52,36,18,53,66,248,10,45,65,194,5,6,5,21,22,49,2,1,3,5,0,5,6,16,0,16,1,5
"red",36,36,66,1,31,31,53,45,24,24,74,0,29,26,20,11,11,54,0,9,9,37,15,21,23,56,9,11,6,17
"red",43,70,123,101,9,80,107,214,19,42,97,68,25,7,11,18,20,37,77,8,12,18,38,12,12,33,50,12,7,12
"red",15,35,59,111,13,73,81,281,20,168,181,279,2,12,4,21,26,38,21,0,10,10,0,1,4,5,2,10,0,1
"red",20,26,34,78,18,25,28,95,7,19,27,76,10,10,4,9,17,27,31,11,21,39,51,17,36,48,49,0,5,10
"red",24,39,62,154,15,20,31,208,10,16,34,168,13,2,0,19,24,62,1,7,14,21,29,23,32,75,20,17,4,18
"red",17,35,48,213,10,91,121,246,13,48,63,149,4,7,4,4,11,13,22,1,3,5,30,2,4,14,69,0,0,1
"red",9,51,69,240,3,4,9,59,15,15,37,9,9,3,12,4,19,22,5,7,31,51,115,15,16,56,18,3,4,11
"red",6,16,25,51,6,30,39,82,9,34,42,228,1,3,9,14,21,38,73,24,28,43,103,7,18,26,15,6,8,4
"red",12,36,54,158,6,18,43,97,7,7,25,59,12,6,7,9,12,40,0,20,26,68,0,17,29,92,4,6,11,14
"red",6,9,29,235,7,12,26,281,11,17,35,137,6,6,10,5,42,48,23,5,81,88,0,6,25,28,122,2,3,5
"red",18,21,40,105,11,14,34,147,7,8,22,54,9,5,4,10,10,21,1,8,9,27,3,21,28,58,89,2,4,8
"red",8,49,65,267,6,36,53,157,4,39,50,239,8,6,3,0,0,8,0,4,10,23,57,3,12,20,0,0,2,3
"red",17,22,45,2,18,26,59,4,24,25,76,0,8,11,10,25,31,65,0,26,37,76,3,22,23,75,0,8,14,12
"red",11,29,35,168,13,16,28,186,15,32,54,182,10,9,13,2,6,15,0,1,6,15,15,3,5,22,0,1,1,0
"red",33,33,107,3,24,29,85,19,22,22,109,0,22,11,15,16,16,57,0,19,21,54,0,28,28,72,0,7,8,16
"red",13,17,29,225,12,45,51,182,2,19,24,153,8,1,0,3,15,26,0,7,18,30,43,10,62,76,33,0,1,8
"red",8,37,46,276,6,33,36,261,0,0,0,145,8,6,0,1,8,12,0,3,12,16,13,6,81,88,126,1,2,3
"red",2,36,44,257,7,19,33,170,1,14,18,51,2,7,1,4,11,26,0,9,39,52,71,8,43,75,166,1,3,6
"red",22,39,78,139,29,52,84,221,10,19,31,278,17,23,10,9,11,26,45,5,13,26,0,6,10,21,5,5,2,6
"red",6,34,49,249,13,25,35,154,11,41,55,189,5,3,7,1,2,7,0,3,4,10,29,6,8,16,1,0,0,2
"red",13,42,53,177,12,29,55,92,15,43,55,125,5,10,14,15,31,48,52,13,23,47,36,14,40,62,48,11,10,7
"red",33,33,67,0,32,42,89,66,33,58,105,81,16,24,23,31,33,93,0,23,35,73,12,16,23,54,0,23,16,7
"red",22,26,56,3,18,21,50,1,40,40,82,13,10,9,24,12,12,48,31,13,20,42,100,14,14,45,27,7,7,11
"red",13,28,55,85,5,13,28,229,4,25,28,267,10,4,3,6,10,28,0,1,7,21,8,0,3,8,5,3,0,0
"red",23,27,57,133,33,37,92,18,36,39,115,0,16,27,23,22,47,80,0,26,29,95,0,26,26,93,0,12,19,19
"red",17,34,44,203,6,24,26,131,8,84,95,293,14,5,7,7,32,36,63,6,23,25,159,2,7,10,0,4,4,2
"red",18,18,45,0,23,23,45,0,19,24,37,2,5,8,11,18,18,48,0,16,16,35,0,6,21,37,110,15,13,6
"red",3,14,16,6,30,31,64,12,32,43,66,64,2,24,26,22,30,37,207,9,9,42,25,19,19,42,0,15,8,14
"red",20,22,53,19,20,21,50,9,30,34,64,2,13,17,22,23,25,59,7,14,18,62,0,14,19,55,40,7,8,7
"red",20,28,49,183,12,12,36,0,18,19,55,37,16,8,11,13,19,24,9,18,20,34,29,17,18,37,0,10,11,6
"red",35,83,102,181,33,70,92,153,34,59,110,145,13,16,25,32,46,66,18,20,40,64,38,33,47,79,8,17,4,21
"red",24,25,62,2,17,17,63,0,16,19,65,0,9,10,5,15,15,29,7,19,20,37,20,22,23,43,39,6,11,11
"red",19,26,32,172,7,31,36,157,10,29,36,265,16,6,10,9,21,27,92,3,30,38,92,0,7,7,10,9,3,0
"red",29,29,70,0,19,19,59,3,21,21,63,0,14,11,10,19,20,99,5,19,19,95,0,17,17,95,0,5,4,6
"red",21,50,64,115,8,30,43,90,11,34,50,244,10,4,7,8,17,23,130,11,15,29,180,7,16,22,26,5,9,6
"red",9,20,41,151,16,18,51,110,18,29,41,255,3,11,5,14,21,52,14,17,27,59,9,5,16,28,11,13,14,4
"red",22,25,31,93,20,20,35,19,12,22,37,32,6,13,10,12,21,46,95,8,24,66,67,23,41,63,127,7,6,20
"red",11,11,25,21,12,19,28,109,19,19,36,17,11,12,19,8,8,22,35,6,8,15,53,13,13,28,0,6,6,11
"red",3,3,6,135,4,6,12,24,5,9,18,145,2,4,5,9,19,26,80,27,53,72,173,12,19,28,55,2,9,0
"red",37,55,72,246,12,22,31,0,12,23,35,134,35,8,7,3,8,16,0,9,61,97,183,6,17,33,23,3,6,4
"red",3,16,26,80,10,37,55,277,10,19,30,103,2,6,3,11,20,29,167,2,7,12,0,5,41,51,152,10,2,4
"red",18,35,40,224,12,23,26,210,15,38,41,259,8,2,5,1,14,15,62,3,12,16,35,5,15,24,18,1,0,2
"red",14,18,25,59,18,23,38,23,19,24,50,65,10,12,16,13,22,43,33,12,23,46,34,8,15,43,11,4,8,7
"red",12,16,26,221,7,11,16,211,7,17,22,185,9,7,6,6,14,21,23,0,13,19,63,5,15,21,47,1,0,1
"red",16,20,42,57,14,17,31,50,12,31,56,149,10,7,8,17,19,30,38,11,14,34,44,6,13,34,25,4,4,3
"red",17,33,45,167,14,34,46,197,16,44,51,176,12,5,11,4,5,11,12,0,2,7,20,1,1,3,36,2,0,0
"red",12,16,31,89,13,15,27,65,13,20,31,34,4,8,5,13,36,39,86,10,21,30,32,7,38,49,102,1,4,3
"red",19,45,63,263,25,44,66,245,25,35,42,220,16,20,15,5,20,27,0,3,19,32,0,10,24,35,0,3,1,9
"red",2,8,11,24,11,13,33,60,11,18,36,21,2,6,5,16,23,30,215,3,4,7,43,7,9,35,38,7,2,6
"red",5,17,23,173,27,60,71,251,6,26,31,174,5,22,6,6,17,42,0,1,4,10,0,9,22,41,13,2,1,8
"red",27,39,67,111,25,52,74,168,40,53,86,100,15,9,23,4,13,40,0,10,19,30,29,6,9,32,0,4,4,5
"red",11,16,24,43,30,40,55,25,18,34,48,14,9,25,13,4,4,10,193,9,9,14,174,14,22,33,172,4,3,8
"red",20,55,85,259,26,48,76,174,10,29,40,89,15,11,6,7,23,27,16,7,18,32,29,9,22,38,109,6,4,5
"red",26,35,43,182,23,53,63,168,11,41,45,199,5,2,8,17,23,40,46,12,24,35,69,5,17,20,34,4,7,0
"red",5,25,39,230,15,22,35,173,12,24,57,117,5,4,5,6,16,22,24,16,39,46,74,9,27,39,36,4,13,3
"red",8,13,30,88,1,10,15,25,4,10,21,0,7,1,4,9,12,29,33,14,21,34,219,12,16,25,172,3,12,8
"red",22,49,64,74,7,34,42,71,16,51,74,44,14,3,7,14,23,40,186,10,22,29,174,11,12,25,177,13,7,7
"red",17,23,30,10,15,17,20,19,9,27,37,146,4,8,6,0,0,18,0,3,6,19,0,13,33,39,19,0,0,2
"red",7,32,48,77,6,85,94,261,7,54,102,255,3,5,6,17,23,57,48,2,2,4,0,4,5,11,0,8,2,3
"red",30,30,58,0,29,29,50,0,25,25,56,0,14,9,8,2,2,19,39,3,3,20,2,7,7,14,0,0,2,5
"red",7,34,43,238,19,19,48,0,14,16,41,85,5,13,11,4,6,18,0,18,20,81,11,26,27,82,0,2,13,9
"red",8,11,29,88,7,7,26,92,4,9,19,198,7,5,3,8,9,23,0,10,12,37,11,8,10,20,20,5,9,6
"red",30,36,69,120,18,25,52,106,32,63,89,266,20,13,27,10,18,49,38,9,17,46,55,1,7,16,0,7,9,1
"red",4,11,18,72,27,34,39,102,26,55,68,177,2,3,4,22,44,49,206,14,37,45,187,9,12,16,104,9,7,1
"red",8,20,38,119,11,63,70,239,21,48,61,120,3,6,10,11,19,31,2,2,4,8,6,9,9,23,0,3,2,5
"red",13,40,62,217,11,26,51,175,8,63,84,243,12,6,8,5,13,25,0,7,24,34,40,4,45,50,0,4,4,1
"red",23,28,47,94,28,50,66,231,17,40,79,196,5,25,13,12,19,44,12,3,26,36,21,29,73,100,28,7,3,19
"red",32,35,53,33,16,18,50,12,12,29,39,55,16,5,5,9,14,41,88,8,11,39,41,6,22,37,83,8,6,5
"red",14,25,34,58,15,23,37,115,11,24,50,81,6,1,9,21,32,42,140,15,24,37,105,14,18,30,89,2,4,5
"red",29,32,72,0,26,26,70,0,26,31,78,0,14,13,17,12,14,64,28,13,13,63,13,32,39,76,47,12,12,29
"red",11,11,19,15,23,24,36,50,20,23,50,19,0,4,7,19,22,35,161,7,13,31,80,13,14,29,103,1,3,5
"red",2,21,26,186,13,23,36,95,4,24,33,120,2,8,4,5,22,29,73,2,21,31,0,4,47,52,157,1,2,3
"red",13,40,63,281,8,23,39,145,5,16,27,222,10,8,5,2,37,52,2,12,70,83,94,2,48,63,59,1,8,2
"red",31,45,79,235,17,40,61,236,22,69,94,256,25,16,16,24,53,76,23,7,45,59,46,12,51,67,13,15,6,8
"red",8,30,65,122,15,19,53,104,10,34,62,106,1,6,3,9,17,24,57,7,13,21,66,4,9,19,59,2,1,2
"red",16,16,57,0,17,18,55,40,25,25,67,30,15,13,23,11,11,47,0,22,22,75,2,11,12,56,0,8,15,8
"red",6,6,35,8,17,20,43,30,8,12,31,119,2,10,5,6,9,35,12,9,16,43,28,5,24,40,6,3,6,3
"red",7,18,39,158,11,45,57,241,8,24,33,239,4,7,5,13,26,47,31,6,10,21,17,3,16,29,4,8,3,3
"red",7,29,30,85,5,56,60,75,6,58,63,189,5,5,0,8,23,25,183,4,26,28,184,0,10,11,62,2,4,0
"red",6,16,37,252,8,8,35,115,9,14,36,95,6,7,9,11,12,18,0,19,27,60,6,10,13,34,28,2,14,7
"red",13,48,75,211,21,44,60,149,15,25,51,84,12,20,13,7,23,36,24,13,16,33,47,15,18,41,39,1,5,9
"red",21,65,81,255,11,43,64,269,10,54,67,266,21,11,7,3,10,17,0,1,12,17,0,2,9,13,0,2,0,1
"red",26,45,62,199,10,25,28,102,32,67,101,159,6,3,22,31,38,44,13,16,23,27,142,11,16,23,30,6,7,3
"red",4,15,23,0,24,82,104,193,16,89,121,292,2,24,16,1,17,23,290,2,9,16,78,0,7,7,2,1,2,0
"red",13,19,30,78,22,28,57,182,6,31,36,272,9,19,5,18,33,47,110,6,21,29,23,1,15,19,0,0,0,0
