"winner","win_method","red_kd_tot","blue_kd_tot","red_sig_str_tot","red_sig_str_attempt_tot","blue_sig_str_tot","blue_sig_str_attempt_tot","red_tot_str_tot","red_tot_str_attempt_tot","blue_tot_str_tot","blue_tot_str_attempt_tot","red_td_tot","red_td_attempt_tot","blue_td_tot","blue_td_attempt_tot","red_sub_attempt_tot","blue_sub_attempt_tot","red_ctrl_time_tot","blue_ctrl_time_tot","red_kd_rnd_1","blue_kd_rnd_1","red_sig_str_rnd_1","red_sig_str_attempt_rnd_1","blue_sig_str_rnd_1","blue_sig_str_attempt_rnd_1","red_tot_str_rnd_1","red_tot_str_attempt_rnd_1","blue_tot_str_rnd_1","blue_tot_str_attempt_rnd_1","red_td_rnd_1","red_td_attempt_rnd_1","blue_td_rnd_1","blue_td_attempt_rnd_1","red_sub_attempt_rnd_1","blue_sub_attempt_rnd_1","red_ctrl_time_rnd_1","blue_ctrl_time_rnd_1","red_kd_rnd_2","blue_kd_rnd_2","red_sig_str_rnd_2","red_sig_str_attempt_rnd_2","blue_sig_str_rnd_2","blue_sig_str_attempt_rnd_2","red_tot_str_rnd_2","red_tot_str_attempt_rnd_2","blue_tot_str_rnd_2","blue_tot_str_attempt_rnd_2","red_td_rnd_2","red_td_attempt_rnd_2","blue_td_rnd_2","blue_td_attempt_rnd_2","red_sub_attempt_rnd_2","blue_sub_attempt_rnd_2","red_ctrl_time_rnd_2","blue_ctrl_time_rnd_2","red_kd_rnd_3","blue_kd_rnd_3","red_sig_str_rnd_3","red_sig_str_attempt_rnd_3","blue_sig_str_rnd_3","blue_sig_str_attempt_rnd_3","red_tot_str_rnd_3","red_tot_str_attempt_rnd_3","blue_tot_str_rnd_3","blue_tot_str_attempt_rnd_3","red_td_rnd_3","red_td_attempt_rnd_3","blue_td_rnd_3","blue_td_attempt_rnd_3","red_sub_attempt_rnd_3","blue_sub_attempt_rnd_3","red_ctrl_time_rnd_3","blue_ctrl_time_rnd_3","red_sig_str_head_tot","red_sig_str_head_attempt_tot","blue_sig_str_head_tot","blue_sig_str_head_attempt_tot","red_sig_str_body_tot","red_sig_str_body_attempt_tot","blue_sig_str_body_tot","blue_sig_str_body_attempt_tot","red_sig_str_leg_tot","red_sig_str_leg_attempt_tot","blue_sig_str_leg_tot","blue_sig_str_leg_attempt_tot","red_sig_str_dist_tot","red_sig_str_dist_attempt_tot","blue_sig_str_dist_tot","blue_sig_str_dist_attempt_tot","red_sig_str_clinch_tot","red_sig_str_clinch_attempt_tot","blue_sig_str_clinch_tot","blue_sig_str_clinch_attempt_tot","red_sig_str_gnd_tot","red_sig_str_gnd_attempt_tot","blue_sig_str_gnd_tot","blue_sig_str_gnd_attempt_tot","red_sig_str_head_rnd_1","red_sig_str_head_attempt_rnd_1","blue_sig_str_head_rnd_1","blue_sig_str_head_attempt_rnd_1","red_sig_str_body_rnd_1","red_sig_str_body_attempt_rnd_1","blue_sig_str_body_rnd_1","blue_sig_str_body_attempt_rnd_1","red_sig_str_leg_rnd_1","red_sig_str_leg_attempt_rnd_1","blue_sig_str_leg_rnd_1","blue_sig_str_leg_attempt_rnd_1","red_sig_str_dist_rnd_1","red_sig_str_dist_attempt_rnd_1","blue_sig_str_dist_rnd_1","blue_sig_str_dist_attempt_rnd_1","red_sig_str_clinch_rnd_1","red_sig_str_clinch_attempt_rnd_1","blue_sig_str_clinch_rnd_1","blue_sig_str_clinch_attempt_rnd_1","red_sig_str_gnd_rnd_1","red_sig_str_gnd_attempt_rnd_1","blue_sig_str_gnd_rnd_1","blue_sig_str_gnd_attempt_rnd_1","red_sig_str_head_rnd_2","red_sig_str_head_attempt_rnd_2","blue_sig_str_head_rnd_2","blue_sig_str_head_attempt_rnd_2","red_sig_str_body_rnd_2","red_sig_str_body_attempt_rnd_2","blue_sig_str_body_rnd_2","blue_sig_str_body_attempt_rnd_2","red_sig_str_leg_rnd_2","red_sig_str_leg_attempt_rnd_2","blue_sig_str_leg_rnd_2","blue_sig_str_leg_attempt_rnd_2","red_sig_str_dist_rnd_2","red_sig_str_dist_attempt_rnd_2","blue_sig_str_dist_rnd_2","blue_sig_str_dist_attempt_rnd_2","red_sig_str_clinch_rnd_2","red_sig_str_clinch_attempt_rnd_2","blue_sig_str_clinch_rnd_2","blue_sig_str_clinch_attempt_rnd_2","red_sig_str_gnd_rnd_2","red_sig_str_gnd_attempt_rnd_2","blue_sig_str_gnd_rnd_2","blue_sig_str_gnd_attempt_rnd_2","red_sig_str_head_rnd_3","red_sig_str_head_attempt_rnd_3","blue_sig_str_head_rnd_3","blue_sig_str_head_attempt_rnd_3","red_sig_str_body_rnd_3","red_sig_str_body_attempt_rnd_3","blue_sig_str_body_rnd_3","blue_sig_str_body_attempt_rnd_3","red_sig_str_leg_rnd_3","red_sig_str_leg_attempt_rnd_3","blue_sig_str_leg_rnd_3","blue_sig_str_leg_attempt_rnd_3","red_sig_str_dist_rnd_3","red_sig_str_dist_attempt_rnd_3","blue_sig_str_dist_rnd_3","blue_sig_str_dist_attempt_rnd_3","red_sig_str_clinch_rnd_3","red_sig_str_clinch_attempt_rnd_3","blue_sig_str_clinch_rnd_3","blue_sig_str_clinch_attempt_rnd_3","red_sig_str_gnd_rnd_3","red_sig_str_gnd_attempt_rnd_3","blue_sig_str_gnd_rnd_3","blue_sig_str_gnd_attempt_rnd_3"
"blue","Decision - Unanimous",0,1,55,161,69,145,79,189,106,194,0,0,1,1,0,0,0,398,0,1,10,42,22,41,12,47,34,60,0,0,0,0,0,0,0,191,0,0,36,91,38,77,37,92,40,79,0,0,0,0,0,0,0,2,0,0,9,28,9,27,30,50,32,55,0,0,1,1,0,0,0,205,34,134,51,122,19,24,14,19,2,3,4,4,51,152,62,132,4,9,4,6,0,0,3,7,7,38,17,34,3,4,3,5,0,0,2,2,9,37,17,33,1,5,2,2,0,0,3,6,25,75,28,65,10,14,8,10,1,2,2,2,33,87,36,72,3,4,2,4,0,0,0,1,2,21,6,23,6,6,3,4,1,1,0,0,9,28,9,27,0,0,0,0,0,0,0,0
"red","Decision - Split",0,0,50,109,47,113,90,165,83,149,1,9,2,4,0,0,160,347,0,0,8,11,16,27,27,41,36,47,0,2,1,1,0,0,23,231,0,0,19,38,15,33,30,52,20,38,0,6,1,2,0,0,131,16,0,0,23,60,16,53,33,72,27,64,1,1,0,1,0,0,6,100,33,86,42,106,14,19,5,7,3,4,0,0,39,90,25,80,5,9,8,13,6,10,14,20,6,8,15,26,1,2,1,1,1,1,0,0,6,9,1,7,0,0,1,1,2,2,14,19,12,29,13,31,6,8,2,2,1,1,0,0,14,31,11,28,3,5,4,5,2,2,0,0,15,49,14,49,7,9,2,4,1,2,0,0,19,50,13,45,2,4,3,7,2,6,0,1
"red","Decision - Unanimous",0,0,44,69,22,40,73,103,50,84,2,5,2,14,0,0,271,417,0,0,5,10,7,9,11,16,26,39,0,1,1,6,0,0,22,235,0,0,17,24,8,16,28,35,14,26,2,3,0,4,0,0,188,37,0,0,22,35,7,15,34,52,10,19,0,1,1,4,0,0,61,145,26,47,9,24,6,9,9,12,12,13,4,4,25,44,17,34,5,8,2,2,14,17,3,4,3,8,3,5,1,1,3,3,1,1,1,1,4,6,4,5,0,2,0,0,1,2,3,4,9,15,3,10,4,5,4,5,4,4,1,1,12,18,7,15,2,3,1,1,3,3,0,0,14,24,3,9,1,3,2,4,7,8,2,2,9,20,6,14,3,3,1,1,10,12,0,0
"blue","Decision - Split",0,0,84,222,75,201,85,223,75,201,0,0,0,7,0,0,0,0,0,0,24,73,20,57,24,73,20,57,0,0,0,2,0,0,0,0,0,0,35,80,22,62,35,80,22,62,0,0,0,4,0,0,0,0,0,0,25,69,33,82,26,70,33,82,0,0,0,1,0,0,0,0,32,133,52,169,49,85,12,21,3,4,11,11,83,221,75,199,1,1,0,2,0,0,0,0,10,51,11,46,13,21,1,3,1,1,8,8,24,73,20,57,0,0,0,0,0,0,0,0,15,50,17,52,18,27,5,10,2,3,0,0,35,80,22,61,0,0,0,1,0,0,0,0,7,32,24,71,18,37,6,8,0,0,3,3,24,68,33,81,1,1,0,1,0,0,0,0
"red","Decision - Unanimous",0,0,19,34,26,57,53,70,86,126,2,5,3,4,1,0,145,524,0,0,4,7,4,12,22,25,20,29,1,2,1,1,0,0,78,141,0,0,11,18,8,14,23,31,26,36,0,1,1,2,1,0,28,226,0,0,4,9,14,31,8,14,40,61,1,2,1,1,0,0,39,157,16,31,20,50,3,3,6,7,0,0,0,0,4,14,10,30,7,11,14,24,8,9,2,3,3,6,3,10,1,1,1,2,0,0,0,0,0,3,1,8,2,2,3,4,2,2,0,0,11,18,6,12,0,0,2,2,0,0,0,0,2,7,2,6,3,4,4,5,6,7,2,3,2,7,11,28,2,2,3,3,0,0,0,0,2,4,7,16,2,5,7,15,0,0,0,0
"red","Decision - Unanimous",0,0,26,53,7,13,85,115,24,33,3,3,0,0,2,0,835,15,0,0,10,17,4,4,20,27,10,12,1,1,0,0,1,0,277,5,0,0,10,19,0,3,26,36,5,9,1,1,0,0,1,0,279,0,0,0,6,17,3,6,39,52,9,12,1,1,0,0,0,0,279,10,22,48,6,12,4,5,1,1,0,0,0,0,0,7,2,7,0,0,0,0,26,46,5,6,7,14,4,4,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10,16,3,3,9,18,0,3,1,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,10,15,0,1,6,16,2,5,0,1,1,1,0,0,0,0,0,2,1,4,0,0,0,0,6,15,2,2
"red","Decision - Unanimous",0,0,87,146,82,140,112,174,104,164,3,4,1,8,2,0,264,108,0,0,30,45,18,40,39,54,27,50,1,1,0,2,1,0,100,35,0,0,32,56,33,52,36,60,40,60,0,1,1,4,1,0,48,63,0,0,25,45,31,48,37,60,37,54,2,2,0,2,0,0,116,10,65,117,31,79,14,20,29,37,8,9,22,24,69,121,58,105,18,25,24,35,0,0,0,0,19,29,7,24,9,13,5,8,2,3,6,8,21,34,15,29,9,11,3,11,0,0,0,0,23,45,12,29,4,6,10,12,5,5,11,11,25,47,26,44,7,9,7,8,0,0,0,0,23,43,12,26,1,1,14,17,1,1,5,5,23,40,17,32,2,5,14,16,0,0,0,0
"red","Decision - Split",0,0,80,183,55,113,91,195,62,121,1,6,3,9,1,0,161,115,0,0,26,57,19,31,30,61,21,33,0,1,2,5,0,0,5,61,0,0,30,80,24,52,31,81,24,52,0,2,1,1,0,0,10,36,0,0,24,46,12,30,30,53,17,36,1,3,0,3,1,0,146,18,48,142,29,82,23,32,13,16,9,9,13,15,45,128,47,100,31,49,8,13,4,6,0,0,13,39,7,17,10,15,4,5,3,3,8,9,19,46,15,25,7,11,4,6,0,0,0,0,20,68,16,42,6,8,4,5,4,4,4,5,22,65,23,51,7,13,1,1,1,2,0,0,15,35,6,23,7,9,5,6,2,2,1,1,4,17,9,24,17,25,3,6,3,4,0,0
"red","Decision - Unanimous",0,0,53,98,63,166,82,130,73,177,2,5,0,0,0,1,259,13,0,0,16,42,38,88,17,43,40,91,0,1,0,0,0,0,0,13,0,0,13,16,6,16,29,34,14,24,1,1,0,0,0,0,157,0,0,0,24,40,19,62,36,53,19,62,1,3,0,0,0,1,102,0,30,74,55,156,15,16,6,8,8,8,2,2,47,84,48,135,2,8,15,31,4,6,0,0,11,36,34,84,4,5,3,3,1,1,1,1,15,35,24,58,1,7,14,30,0,0,0,0,6,9,3,12,4,4,2,3,3,3,1,1,10,13,6,16,1,1,0,0,2,2,0,0,13,29,18,60,7,7,1,2,4,4,0,0,22,36,18,61,0,0,1,1,2,4,0,0
"red","Decision - Unanimous",0,0,93,156,59,113,94,157,84,138,0,0,1,14,0,0,38,322,0,0,17,34,19,30,17,34,29,40,0,0,0,6,0,0,23,144,0,0,31,51,21,42,32,52,30,51,0,0,1,5,0,0,14,98,0,0,45,71,19,41,45,71,25,47,0,0,0,3,0,0,1,80,43,102,43,95,32,36,13,15,18,18,3,3,87,149,43,93,6,7,16,20,0,0,0,0,8,25,15,25,6,6,3,4,3,3,1,1,15,32,11,21,2,2,8,9,0,0,0,0,14,32,15,36,13,15,5,5,4,4,1,1,29,49,17,38,2,2,4,4,0,0,0,0,21,45,13,34,13,15,5,6,11,11,1,1,43,68,15,34,2,3,4,7,0,0,0,0
"red","Decision - Unanimous",0,0,111,248,70,189,121,263,88,210,4,4,0,3,0,0,156,47,0,0,37,95,19,60,40,99,26,69,1,1,0,0,0,0,48,0,0,0,37,77,23,65,38,78,34,77,2,2,0,1,0,0,72,25,0,0,37,76,28,64,43,86,28,64,1,1,0,2,0,0,36,22,95,229,35,152,16,19,11,13,0,0,24,24,101,233,63,180,9,14,7,9,1,1,0,0,34,90,8,49,3,5,6,6,0,0,5,5,35,89,18,59,1,5,1,1,1,1,0,0,28,67,14,55,9,10,4,5,0,0,5,5,32,71,20,60,5,6,3,5,0,0,0,0,33,72,13,48,4,4,1,2,0,0,14,14,34,73,25,61,3,3,3,3,0,0,0,0
"red","Decision - Unanimous",0,0,53,101,26,55,65,114,37,70,0,0,1,10,0,0,131,326,0,0,7,13,14,28,9,15,22,39,0,0,1,1,0,0,21,225,0,0,18,37,6,13,22,41,9,17,0,0,0,4,0,0,47,76,0,0,28,51,6,14,34,58,6,14,0,0,0,5,0,0,63,25,42,86,21,40,10,13,2,3,1,2,3,12,31,65,13,32,8,16,0,0,14,20,13,23,4,9,13,23,3,3,0,0,0,1,1,5,6,11,2,6,0,1,0,0,1,1,12,22,15,33,3,7,3,4,2,2,0,0,1,4,12,27,6,13,2,4,0,0,4,6,0,0,23,44,5,10,4,6,0,1,1,1,1,3,13,27,5,13,6,11,0,0,9,13,1,1
"blue","Decision - Unanimous",0,0,13,38,32,51,42,68,47,67,1,15,4,7,0,0,362,237,0,0,1,12,8,16,5,16,10,18,0,5,0,1,0,0,134,36,0,0,11,22,14,23,25,36,20,30,1,4,2,2,0,0,132,80,0,0,1,4,10,12,12,16,17,19,0,6,2,4,0,0,96,121,9,27,13,28,3,7,17,19,1,4,2,4,4,21,15,27,2,5,13,16,7,12,4,8,0,7,0,7,1,2,8,8,0,3,0,1,0,9,2,8,1,3,6,8,0,0,0,0,9,19,10,16,1,2,2,4,1,1,2,3,4,10,9,13,0,0,1,2,7,12,4,8,0,1,3,5,1,3,7,7,0,0,0,0,0,2,4,6,1,2,6,6,0,0,0,0
"red","Decision - Unanimous",1,0,58,122,56,143,84,148,81,168,1,4,0,0,2,0,368,6,1,0,23,46,19,53,33,56,30,64,0,2,0,0,0,0,91,0,0,0,20,38,11,33,28,46,24,46,0,0,0,0,2,0,163,6,0,0,15,38,26,57,23,46,27,58,1,2,0,0,0,0,114,0,38,100,38,121,15,17,2,4,5,5,16,18,36,96,48,131,2,3,8,12,20,23,0,0,19,41,18,51,2,3,0,0,2,2,1,2,13,35,17,48,1,2,2,5,9,9,0,0,13,31,7,27,6,6,1,3,1,1,3,3,12,27,9,30,1,1,2,3,7,10,0,0,6,28,13,43,7,8,1,1,2,2,12,13,11,34,22,53,0,0,4,4,4,4,0,0
"red","Decision - Unanimous",0,0,64,135,47,150,64,135,50,153,0,1,0,1,0,0,0,18,0,0,21,45,14,50,21,45,14,50,0,0,0,0,0,0,0,0,0,0,23,54,24,59,23,54,24,59,0,1,0,0,0,0,0,0,0,0,20,36,9,41,20,36,12,44,0,0,0,1,0,0,0,18,19,78,22,114,22,29,9,15,23,28,16,21,64,135,45,147,0,0,2,3,0,0,0,0,6,26,6,37,9,11,2,5,6,8,6,8,21,45,12,47,0,0,2,3,0,0,0,0,6,33,12,44,8,11,5,5,9,10,7,10,23,54,24,59,0,0,0,0,0,0,0,0,7,19,4,33,5,7,2,5,8,10,3,3,20,36,9,41,0,0,0,0,0,0,0,0
"red","Decision - Split",0,0,45,110,35,103,61,127,51,120,2,3,0,6,0,0,130,140,0,0,4,11,4,15,20,28,15,27,1,1,0,1,0,0,124,93,0,0,23,47,16,46,23,47,16,46,0,0,0,1,0,0,0,0,0,0,18,52,15,42,18,52,20,47,1,2,0,4,0,0,6,47,21,78,22,82,8,14,5,11,16,18,8,10,42,103,33,98,1,5,0,2,2,2,2,3,2,6,3,12,0,2,0,0,2,3,1,3,2,9,2,12,0,0,0,0,2,2,2,3,9,31,9,36,6,8,2,5,8,8,5,5,23,45,16,45,0,2,0,1,0,0,0,0,10,41,10,34,2,4,3,6,6,7,2,2,17,49,15,41,1,3,0,1,0,0,0,0
"blue","Decision - Split",1,0,91,186,98,204,98,195,172,284,2,3,0,0,0,0,379,0,1,0,24,54,28,64,28,60,31,67,1,2,0,0,0,0,129,0,0,0,61,111,48,96,61,111,54,103,0,0,0,0,0,0,29,0,0,0,6,21,22,44,9,24,87,114,1,1,0,0,0,0,221,0,65,156,61,147,7,10,30,50,19,20,7,7,74,156,73,164,15,23,16,28,2,7,9,12,16,44,15,42,2,3,12,21,6,7,1,1,21,48,23,56,1,1,5,8,2,5,0,0,46,96,28,66,5,5,15,25,10,10,5,5,47,90,38,78,14,21,10,18,0,0,0,0,3,16,18,39,0,2,3,4,3,3,1,1,6,18,12,30,0,1,1,2,0,2,9,12
"blue","Decision - Unanimous",0,0,52,180,61,190,58,186,72,206,0,1,0,12,0,0,3,73,0,0,13,38,11,45,19,44,19,57,0,0,0,4,0,0,0,71,0,0,17,70,23,66,17,70,23,66,0,0,0,4,0,0,0,0,0,0,22,72,27,79,22,72,30,83,0,1,0,4,0,0,3,2,38,157,51,176,9,18,5,9,5,5,5,5,48,172,51,173,4,8,10,17,0,0,0,0,6,27,9,42,4,8,1,2,3,3,1,1,12,36,7,39,1,2,4,6,0,0,0,0,15,67,16,57,0,1,3,5,2,2,4,4,17,68,20,59,0,2,3,7,0,0,0,0,17,63,26,77,5,9,1,2,0,0,0,0,19,68,24,75,3,4,3,4,0,0,0,0
"blue","Decision - Split",0,0,29,63,20,39,76,120,73,99,6,6,0,3,0,2,518,203,0,0,14,30,14,25,27,44,34,46,2,2,0,3,0,0,163,44,0,0,8,16,4,9,19,33,29,34,3,3,0,0,0,1,138,140,0,0,7,17,2,5,30,43,10,19,1,1,0,0,0,1,217,19,24,56,13,30,5,7,4,6,0,0,3,3,8,25,2,13,13,22,8,14,8,16,10,12,10,26,8,17,4,4,3,5,0,0,3,3,5,13,2,8,6,11,5,9,3,6,7,8,8,16,3,8,0,0,1,1,0,0,0,0,2,6,0,3,4,6,2,3,2,4,2,3,6,14,2,5,1,3,0,0,0,0,0,0,1,6,0,2,3,5,1,2,3,6,1,1
"blue","Decision - Unanimous",0,0,36,80,49,101,54,99,83,140,2,3,2,4,3,1,199,401,0,0,6,19,26,45,7,20,44,63,0,0,0,1,0,0,15,186,0,0,4,12,10,19,6,14,25,39,0,1,1,1,1,1,26,211,0,0,26,49,13,37,41,65,14,38,2,2,1,2,2,0,158,4,27,68,43,93,7,10,3,4,2,2,3,4,27,64,34,77,8,14,1,3,1,2,14,21,3,15,23,40,2,3,2,3,1,1,1,2,5,17,16,27,1,2,1,3,0,0,9,15,3,10,9,18,1,2,1,1,0,0,0,0,4,12,5,13,0,0,0,0,0,0,5,6,21,43,11,35,4,5,0,0,1,1,2,2,18,35,13,37,7,12,0,0,1,2,0,0
"blue","Decision - Unanimous",0,0,16,28,26,48,47,67,88,119,0,0,5,13,0,1,10,660,0,0,3,7,5,13,13,19,28,39,0,0,2,2,0,1,9,189,0,0,3,4,14,20,19,26,44,54,0,0,2,4,0,0,1,277,0,0,10,17,7,15,15,22,16,26,0,0,1,7,0,0,0,194,10,20,19,39,5,7,1,2,1,1,6,7,6,16,7,23,8,10,9,13,2,2,10,12,3,7,5,12,0,0,0,1,0,0,0,0,3,7,2,10,0,0,1,1,0,0,2,2,2,3,8,13,1,1,0,0,0,0,6,7,1,2,0,3,0,0,6,7,2,2,8,10,5,10,6,14,4,6,1,1,1,1,0,0,2,7,5,10,8,10,2,5,0,0,0,0
"red","Decision - Unanimous",1,0,90,140,57,92,227,303,106,147,3,4,0,0,0,0,647,0,0,0,10,12,23,32,47,65,49,60,0,0,0,0,0,0,270,0,0,0,37,54,16,23,77,97,36,45,2,3,0,0,0,0,207,0,1,0,43,74,18,37,103,141,21,42,1,1,0,0,0,0,170,0,57,99,49,83,16,22,4,5,17,19,4,4,55,83,39,66,21,30,9,14,14,27,9,12,4,6,21,30,2,2,0,0,4,4,2,2,7,7,13,19,1,1,1,1,2,4,9,12,27,41,13,20,6,9,2,2,4,4,1,1,16,26,12,15,15,19,4,8,6,9,0,0,26,52,15,33,8,11,2,3,9,11,1,1,32,50,14,32,5,10,4,5,6,14,0,0
"red","Decision - Unanimous",1,0,36,71,24,78,73,110,65,120,0,4,0,4,0,0,423,20,0,0,10,23,9,24,17,31,30,46,0,2,0,3,0,0,135,10,0,0,10,25,9,29,21,36,24,44,0,1,0,1,0,0,122,0,1,0,16,23,6,25,35,43,11,30,0,1,0,0,0,0,166,10,28,60,10,58,6,9,12,18,2,2,2,2,23,54,20,69,3,5,4,8,10,12,0,1,7,19,6,20,3,4,3,4,0,0,0,0,9,20,7,19,1,3,2,4,0,0,0,1,8,21,3,22,1,3,5,6,1,1,1,1,8,23,8,28,0,0,1,1,2,2,0,0,13,20,1,16,2,2,4,8,1,1,1,1,6,11,5,22,2,2,1,3,8,10,0,0
"red","Decision - Unanimous",0,0,28,75,27,51,60,108,52,79,1,3,0,0,2,1,472,72,0,0,2,6,9,13,23,27,17,22,0,1,0,0,2,1,257,0,0,0,4,6,4,7,14,17,21,26,0,1,0,0,0,0,203,72,0,0,22,63,14,31,23,64,14,31,1,1,0,0,0,0,12,0,18,48,19,41,9,22,4,5,1,5,4,5,22,69,16,34,0,0,1,1,6,6,10,16,0,1,8,11,2,4,1,1,0,1,0,1,2,6,1,2,0,0,0,0,0,0,8,11,4,5,3,6,0,1,0,0,0,0,1,1,0,2,1,1,0,0,1,1,4,4,2,5,14,42,8,24,7,17,3,4,1,4,3,3,20,61,14,31,0,0,0,0,2,2,0,0
"red","Decision - Unanimous",0,0,43,85,35,61,68,112,41,70,0,1,3,11,0,1,413,194,0,0,1,3,6,10,13,16,10,14,0,0,1,4,0,0,167,119,0,0,23,48,12,24,29,54,13,26,0,0,1,4,0,1,85,45,0,0,19,34,17,27,26,42,18,30,0,1,1,3,0,0,161,30,24,61,28,54,10,12,6,6,9,12,1,1,32,69,28,49,0,0,0,1,11,16,7,11,0,2,5,9,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,6,9,11,31,10,22,7,9,1,1,5,8,1,1,18,40,11,21,0,0,0,1,5,8,1,2,13,28,13,23,2,2,4,4,4,4,0,0,14,28,17,27,0,0,0,0,5,6,0,0
"blue","Decision - Unanimous",0,1,33,100,83,149,35,102,101,167,1,6,0,1,0,2,152,105,0,0,18,36,15,44,20,38,21,50,1,3,0,0,0,0,63,0,0,1,8,28,43,56,8,28,55,68,0,0,0,0,0,2,72,98,0,0,7,36,25,49,7,36,25,49,0,3,0,1,0,0,17,7,17,77,51,91,12,17,15,37,4,6,17,21,27,82,58,121,3,13,4,4,3,5,21,24,9,24,5,19,7,9,3,15,2,3,7,10,14,29,15,44,1,2,0,0,3,5,0,0,6,24,36,45,1,2,5,9,1,2,2,2,7,22,20,30,1,6,2,2,0,0,21,24,2,29,10,27,4,6,7,13,1,1,8,9,6,31,23,47,1,5,2,2,0,0,0,0
"red","Decision - Unanimous",0,0,65,178,26,75,70,184,32,82,1,1,0,0,0,0,50,0,0,0,14,45,5,21,14,45,6,22,0,0,0,0,0,0,0,0,0,0,24,56,12,23,27,59,13,25,0,0,0,0,0,0,23,0,0,0,27,77,9,31,29,80,13,35,1,1,0,0,0,0,27,0,27,103,5,35,25,47,15,28,13,28,6,12,63,174,24,73,2,2,2,2,0,2,0,0,1,21,1,10,9,15,3,5,4,9,1,6,13,44,5,21,1,1,0,0,0,0,0,0,11,32,1,9,9,16,8,10,4,8,3,4,23,54,11,22,1,1,1,1,0,1,0,0,15,50,3,16,7,16,4,13,5,11,2,2,27,76,8,30,0,0,1,1,0,1,0,0
"blue","Decision - Unanimous",0,1,36,74,42,95,56,94,65,128,1,2,5,13,0,2,91,288,0,1,8,14,10,23,10,16,26,45,0,0,4,6,0,2,44,144,0,0,11,18,10,23,26,33,12,25,1,2,1,4,0,0,47,107,0,0,17,42,22,49,20,45,27,58,0,0,0,3,0,0,0,37,24,62,26,72,7,7,8,11,5,5,8,12,26,59,31,74,8,12,6,9,2,3,5,12,6,12,7,19,1,1,2,2,1,1,1,2,3,7,5,11,3,4,2,3,2,3,3,9,8,15,5,16,2,2,3,4,1,1,2,3,8,15,5,16,3,3,3,4,0,0,2,3,10,35,14,37,4,4,3,5,3,3,5,7,15,37,21,47,2,5,1,2,0,0,0,0
"red","Decision - Unanimous",1,1,51,104,29,117,63,116,34,122,1,1,0,1,0,0,173,14,0,1,12,29,9,32,17,34,11,34,0,0,0,0,0,0,72,7,1,0,23,39,16,55,23,39,16,55,0,0,0,1,0,0,31,2,0,0,16,36,4,30,23,43,7,33,1,1,0,0,0,0,70,5,31,73,23,98,11,18,4,15,9,13,2,4,36,74,22,101,7,15,6,11,8,15,1,5,9,22,7,26,0,3,2,5,3,4,0,1,9,23,7,27,2,5,1,2,1,1,1,3,15,27,14,47,6,8,0,5,2,4,2,3,19,32,12,48,1,2,4,7,3,5,0,0,7,24,2,25,5,7,2,5,4,5,0,0,8,19,3,26,4,8,1,2,4,9,0,2
"red","Decision - Unanimous",0,0,12,41,18,37,33,66,39,60,2,2,1,9,4,1,506,90,0,0,3,8,1,3,7,14,11,15,1,1,0,1,2,1,238,26,0,0,5,22,11,24,8,25,14,27,0,0,1,6,0,0,58,24,0,0,4,11,6,10,18,27,14,18,1,1,0,2,2,0,210,40,10,35,10,25,1,5,3,3,1,1,5,9,3,27,16,35,3,7,2,2,6,7,0,0,2,6,0,2,0,1,0,0,1,1,1,1,1,5,1,3,0,0,0,0,2,3,0,0,4,19,5,14,1,3,3,3,0,0,3,7,1,15,9,22,3,6,2,2,1,1,0,0,4,10,5,9,0,1,0,0,0,0,1,1,1,7,6,10,0,1,0,0,3,3,0,0
"red","Decision - Unanimous",0,0,50,90,18,56,158,206,23,61,3,4,0,8,0,1,547,39,0,0,17,39,7,25,33,57,9,27,1,1,0,6,0,0,137,0,0,0,16,21,7,13,76,85,10,16,2,2,0,0,0,0,240,0,0,0,17,30,4,18,49,64,4,18,0,1,0,2,0,1,170,39,36,74,16,52,9,11,0,1,5,5,2,3,17,46,15,52,0,0,3,4,33,44,0,0,15,36,7,24,2,3,0,1,0,0,0,0,6,24,5,23,0,0,2,2,11,15,0,0,9,13,6,12,4,5,0,0,3,3,1,1,3,7,6,12,0,0,1,1,13,14,0,0,12,25,3,16,3,3,0,0,2,2,1,2,8,15,4,17,0,0,0,1,9,15,0,0
"red","Decision - Split",0,0,24,68,24,44,26,70,136,157,4,11,0,0,2,0,319,282,0,0,8,13,4,8,9,14,36,41,4,6,0,0,0,0,252,9,0,0,11,31,6,14,12,32,50,58,0,1,0,0,2,0,41,145,0,0,5,24,14,22,5,24,50,58,0,4,0,0,0,0,26,128,14,53,12,29,2,7,10,13,8,8,2,2,21,64,23,40,3,4,1,3,0,0,0,1,5,9,2,5,2,3,1,2,1,1,1,1,5,9,3,5,3,4,1,3,0,0,0,0,7,24,1,8,0,3,5,6,4,4,0,0,11,31,6,14,0,0,0,0,0,0,0,0,2,20,9,16,0,1,4,5,3,3,1,1,5,24,14,21,0,0,0,0,0,0,0,1
