"winner","kd_rnd_1","sig_str_rnd_1","sig_str_attempt_rnd_1","tot_str_rnd_1","tot_str_attempt_rnd_1","td_rnd_1","td_attempt_rnd_1","sub_attempt_rnd_1","ctrl_time_rnd_1","kd_rnd_2","sig_str_rnd_2","sig_str_attempt_rnd_2","tot_str_rnd_2","tot_str_attempt_rnd_2","td_rnd_2","td_attempt_rnd_2","sub_attempt_rnd_2","ctrl_time_rnd_2","kd_rnd_3","sig_str_rnd_3","sig_str_attempt_rnd_3","tot_str_rnd_3","tot_str_attempt_rnd_3","td_rnd_3","td_attempt_rnd_3","sub_attempt_rnd_3","ctrl_time_rnd_3","sig_str_head_rnd_1","sig_str_head_attempt_rnd_1","sig_str_body_rnd_1","sig_str_body_attempt_rnd_1","sig_str_leg_rnd_1","sig_str_leg_attempt_rnd_1","sig_str_dist_rnd_1","sig_str_dist_attempt_rnd_1","sig_str_clinch_rnd_1","sig_str_clinch_attempt_rnd_1","sig_str_gnd_rnd_1","sig_str_gnd_attempt_rnd_1","sig_str_head_rnd_2","sig_str_head_attempt_rnd_2","sig_str_body_rnd_2","sig_str_body_attempt_rnd_2","sig_str_leg_rnd_2","sig_str_leg_attempt_rnd_2","sig_str_dist_rnd_2","sig_str_dist_attempt_rnd_2","sig_str_clinch_rnd_2","sig_str_clinch_attempt_rnd_2","sig_str_gnd_rnd_2","sig_str_gnd_attempt_rnd_2","sig_str_head_rnd_3","sig_str_head_attempt_rnd_3","sig_str_body_rnd_3","sig_str_body_attempt_rnd_3","sig_str_leg_rnd_3","sig_str_leg_attempt_rnd_3","sig_str_dist_rnd_3","sig_str_dist_attempt_rnd_3","sig_str_clinch_rnd_3","sig_str_clinch_attempt_rnd_3","sig_str_gnd_rnd_3","sig_str_gnd_attempt_rnd_3"
"blue",0,-3,-14,-3,-14,0,0,0,0,0,-18,-32,-18,-32,0,-3,0,-14,0,-44,-45,-43,-44,0,0,0,-21,-3,-13,6,7,-6,-8,-3,-14,0,0,0,0,-19,-35,7,10,-6,-7,-12,-23,-6,-9,0,0,-49,-56,3,9,2,2,-32,-30,-12,-15,0,0
"red",0,-12,-17,-24,-31,0,3,0,-29,0,13,0,17,4,2,1,1,-14,0,21,-2,10,-13,3,4,0,87,-6,-7,-6,-10,0,0,-11,-12,-1,-5,0,0,6,-1,3,-3,4,4,12,4,1,-4,0,0,2,-21,13,13,6,6,8,-15,11,11,2,2
"red",1,30,60,33,63,0,0,0,13,0,19,32,19,32,0,0,0,3,0,12,53,12,53,-1,-1,0,-5,29,55,2,7,-1,-2,23,43,1,3,6,14,5,14,7,11,7,7,20,31,-1,1,0,0,8,41,6,13,-2,-1,13,53,0,2,-1,-2
"red",0,9,-3,10,-2,1,4,0,44,0,4,3,6,5,0,-3,2,67,0,-2,-20,4,-14,1,3,0,41,6,-6,5,5,-2,-2,4,-8,5,5,0,0,3,3,2,2,-1,-2,2,-2,2,5,0,0,0,-15,-1,-3,-1,-2,-4,-26,2,5,0,1
"blue",0,9,15,24,30,-1,-1,0,-122,0,-2,8,17,25,-1,-1,1,-213,0,0,4,-1,0,0,0,0,-193,-4,-2,5,9,8,8,10,17,0,-1,-1,-1,-5,-1,2,5,1,4,1,11,0,0,-3,-3,-4,-1,2,3,2,2,2,8,2,1,-4,-5
"red",0,-5,6,-5,6,0,-1,0,-20,0,9,18,13,23,1,1,0,59,0,30,26,27,27,0,0,0,58,-9,-5,-1,0,5,11,0,11,-5,-5,0,0,1,5,6,11,2,2,6,15,2,0,1,3,22,15,8,10,0,1,22,18,4,4,4,4
"blue",0,4,-19,5,-18,3,4,0,63,0,-13,-31,-29,-52,-1,-1,-1,-238,0,-7,-22,-37,-58,0,0,0,-231,4,-17,1,1,-1,-3,3,-16,0,-4,1,1,-9,-26,-5,-6,1,1,1,-15,0,0,-14,-16,2,-13,-7,-7,-2,-2,0,-13,1,1,-8,-10
"blue",0,13,23,23,30,1,1,0,15,0,5,25,3,19,-1,-1,0,-87,0,4,8,1,4,0,0,0,-46,11,22,2,1,0,0,1,5,3,7,9,11,1,18,4,6,0,1,5,27,1,0,-1,-2,6,16,3,-2,-5,-6,5,9,-1,-1,0,0
"blue",1,13,15,11,12,0,2,0,4,0,-7,-14,-11,-18,-2,-1,-1,-217,0,-5,-5,-11,-11,-2,-3,0,-220,14,16,-2,-2,1,1,-3,-5,2,2,14,18,-9,-16,2,2,0,0,0,0,1,1,-8,-15,-3,-3,-3,-3,1,1,-3,-2,1,1,-3,-4
"blue",0,-1,-1,-10,-11,-1,-1,0,-125,0,-14,-12,-21,-19,-1,0,0,-70,0,-8,-17,-19,-26,-2,-2,0,-153,-6,-6,2,2,3,3,-1,-1,0,0,0,0,-14,-16,-2,3,2,1,-12,-9,0,0,-2,-3,-12,-22,1,2,3,3,3,0,0,1,-11,-18
"blue",0,1,0,-20,-21,0,-1,0,-138,0,-7,-9,-48,-56,-1,-1,1,-200,0,-7,-12,-12,-17,1,3,0,-25,-1,0,2,0,0,0,2,5,-1,-4,0,-1,-3,-3,-3,-5,-1,-1,-1,-4,0,1,-6,-6,-7,-11,2,1,-2,-2,-2,-3,1,-1,-6,-8
"red",0,9,-1,2,-8,-1,-1,0,42,0,-5,-11,-22,-32,0,0,1,125,0,3,3,2,1,1,0,0,38,-3,-15,6,6,6,8,2,-5,7,3,0,1,-10,-14,2,-1,3,4,0,-4,0,1,-5,-8,-1,-1,-1,-2,5,6,3,3,-1,-1,1,1
"red",0,16,36,16,35,0,0,0,2,0,-3,24,-3,24,0,0,0,0,0,0,3,0,1,0,-2,0,-18,13,32,6,7,-3,-3,7,24,9,12,0,0,14,42,-10,-10,-7,-8,5,33,-8,-9,0,0,7,6,-3,0,-4,-3,5,8,-4,-4,-1,-1
"blue",0,6,9,0,-8,1,7,0,97,-1,-18,-11,-23,-17,0,4,0,-33,0,-5,13,-7,10,-1,0,0,-39,3,2,4,7,-1,0,4,4,2,5,0,0,-18,-14,0,2,0,1,-1,7,-6,-1,-11,-17,-14,-2,2,5,7,10,-4,12,1,3,-2,-2
"blue",0,4,7,-4,-2,-4,-6,0,-207,0,8,14,11,17,1,2,0,180,0,-1,-4,-18,-22,-2,-6,0,-198,-1,3,1,1,4,3,5,8,0,0,-1,-1,5,11,1,0,2,3,2,5,1,2,5,7,-2,-5,-1,-2,2,3,1,-3,-1,0,-1,-1
"blue",0,-4,-17,-4,-17,0,1,0,0,0,-6,-12,-6,-12,0,1,0,0,0,-11,-17,-21,-33,2,3,0,-126,-1,-12,-6,-8,3,3,-2,-14,-2,-3,0,0,-7,-17,0,3,1,2,-6,-11,0,-1,0,0,-8,-15,-3,-3,0,1,-10,-17,0,1,-1,-1
"red",0,10,17,5,14,1,2,0,161,0,-2,3,-24,-18,2,3,0,122,0,17,23,-2,4,1,1,0,95,5,8,4,4,1,5,0,6,4,4,6,7,-3,1,-4,-4,5,6,6,13,-6,-7,-2,-3,7,13,2,1,8,9,10,17,7,6,0,0
"red",-1,1,3,1,3,-1,-3,0,-5,0,1,12,1,12,0,0,0,0,0,-1,22,-3,20,0,-4,0,-7,-1,0,-2,-2,4,5,5,14,-4,-11,0,0,3,3,-1,4,-1,5,3,14,-2,-2,0,0,8,26,-7,-6,-2,2,1,24,-2,-2,0,0
"blue",0,13,36,9,32,2,2,0,105,0,-13,-7,-24,-19,3,1,0,20,0,-14,19,-18,14,1,2,0,-28,8,29,5,7,0,0,4,16,4,7,5,13,-8,-3,-2,-1,-3,-3,-11,-8,-2,-1,0,2,-15,16,1,2,0,1,-9,21,-5,-2,0,0
"red",0,10,23,14,27,3,5,0,97,-1,8,21,24,37,2,2,0,111,0,13,6,15,8,0,5,0,66,1,16,1,1,8,6,5,15,5,8,0,0,6,20,1,1,1,0,5,16,0,1,3,4,7,4,2,-2,4,4,12,7,1,0,0,-1
"blue",0,-7,-20,-8,-21,0,-1,0,58,0,-14,-35,-15,-36,0,-1,0,31,0,-13,-20,-13,-17,0,0,0,89,1,1,-6,-16,-2,-5,-6,-19,-1,-1,0,0,-3,-10,-7,-19,-4,-6,-15,-36,0,0,1,1,-8,-8,-1,-10,-4,-2,-13,-22,-1,-2,1,4
"red",0,11,11,48,51,2,1,0,208,0,-2,-2,3,6,1,1,-1,119,0,-13,-15,-23,-26,1,0,0,47,4,6,1,0,6,5,-1,-1,1,-1,11,13,-2,-2,1,1,-1,-1,-1,-1,-3,-4,2,3,-10,-11,-3,-4,0,0,-2,-2,-9,-11,-2,-2
"blue",0,-10,-1,-14,-10,-1,-3,1,151,0,-10,4,-13,0,-1,-3,0,115,0,-6,10,2,13,-1,-4,0,87,-6,5,-6,-8,2,2,-3,6,-4,-3,-3,-4,-2,11,0,1,-8,-8,-5,9,-2,-2,-3,-3,1,18,-3,-4,-4,-4,-7,12,0,-1,1,-1
"blue",0,3,-2,-17,-24,-1,-2,2,-165,0,-8,-14,-12,-19,0,-2,0,100,0,-6,-21,-3,-19,0,0,0,16,0,-3,3,2,0,-1,0,-2,3,1,0,-1,-10,-16,4,4,-2,-2,-10,-14,2,0,0,0,-4,-18,-4,-5,2,2,-7,-23,1,2,0,0
"blue",0,-2,3,-26,-23,-2,-2,-1,-101,0,0,6,-1,6,2,2,-2,96,0,-6,0,-24,-19,1,1,0,151,1,3,-4,-1,1,1,4,7,-6,-4,0,0,0,7,0,0,0,-1,3,8,-3,-2,0,0,-3,4,-1,-2,-2,-2,-2,3,-2,-4,-2,1
"blue",0,-13,-18,-23,-30,-1,-1,0,-228,0,5,-6,6,-6,-1,-1,0,-115,0,1,1,4,4,-1,-2,0,-44,-13,-18,1,0,-1,0,-2,-4,0,0,-11,-14,-2,-13,1,0,6,7,6,-5,0,0,-1,-1,-2,-6,0,1,3,6,2,2,0,1,-1,-2
"blue",0,2,-19,2,-19,0,0,0,0,0,-4,-16,-3,-15,0,-1,0,7,0,-12,-24,-12,-24,0,0,0,1,4,-17,-1,0,-1,-2,2,-19,0,0,0,0,-2,-13,0,-1,-2,-2,-4,-16,0,0,0,0,-15,-27,2,2,1,1,-12,-24,0,0,0,0
"red",0,-17,-16,-10,-9,2,2,0,45,0,7,7,22,25,1,1,0,253,0,-7,-4,6,14,1,1,0,106,-9,-9,-4,-3,-4,-4,-16,-15,-1,-1,0,0,5,5,2,2,0,0,2,1,1,1,4,5,-8,-5,0,0,1,1,-8,-4,0,-1,1,1
"red",-1,-9,-3,-36,-31,0,-1,1,-220,0,2,21,2,21,0,0,0,0,0,2,25,1,24,0,1,0,-7,-8,-1,-1,-1,0,-1,0,9,-1,0,-8,-12,5,18,-2,2,-1,1,2,21,0,0,0,0,1,20,-1,4,2,1,1,25,1,2,0,-2
"blue",0,-15,-14,-20,-19,-1,-1,0,-27,0,-30,-36,-36,-42,0,2,0,17,0,-11,-17,-16,-19,2,4,1,103,-6,-5,-1,0,-8,-9,-11,-12,-3,-1,-1,-1,-18,-19,-7,-9,-5,-8,-24,-30,-6,-6,0,0,-8,-7,-1,-4,-2,-6,-10,-16,-3,-6,2,5
"red",1,32,42,36,46,0,-1,0,-30,0,28,51,31,54,-1,-1,0,-6,0,23,55,23,55,0,-2,0,0,21,28,5,8,6,6,23,35,9,6,0,1,21,39,4,8,3,4,25,48,3,3,0,0,17,47,5,8,1,0,23,55,0,0,0,0
"blue",0,3,-31,9,-25,-2,-2,-1,-29,0,-1,-8,-18,-27,-2,-3,-3,-201,0,-14,-46,-13,-45,0,-8,0,-20,4,-32,-3,-5,2,6,5,-28,0,-1,-2,-2,-2,-12,0,1,1,3,0,-6,0,-1,-1,-1,-9,-42,-4,-2,-1,-2,-13,-46,-1,-1,0,1
"red",0,-2,-6,3,1,1,1,2,101,0,-21,-33,-36,-55,0,2,0,-130,1,13,4,13,4,0,-1,0,24,0,-4,-1,0,-1,-2,-3,-7,1,1,0,0,-12,-20,1,1,-10,-14,-6,-11,0,0,-15,-22,9,1,3,7,1,-4,2,-9,0,-1,11,14
"blue",-1,-10,3,-10,3,-1,0,0,-8,-1,-1,5,-11,-8,1,4,-1,72,0,-16,7,-16,7,0,1,0,0,-14,-2,-1,-3,5,8,-10,3,0,0,0,0,-4,1,1,2,2,2,-7,-2,1,1,5,6,-20,0,1,1,3,6,-16,7,0,0,0,0
"red",0,-4,-4,-7,-7,1,0,0,124,0,1,6,-5,-1,2,2,0,120,0,15,10,9,5,3,3,1,122,0,1,-2,-2,-2,-3,0,0,-4,-5,0,1,5,12,-4,-5,0,-1,0,0,0,4,1,2,15,13,2,1,-2,-4,11,10,2,-2,2,2
"blue",0,-4,-15,-19,-31,1,2,1,15,0,-19,-31,-28,-42,-1,3,0,-140,0,-15,-23,-42,-56,0,1,0,-189,-3,-10,-1,-5,0,0,0,-9,-3,-5,-1,-1,-16,-27,-2,-3,-1,-1,-5,-7,-1,-4,-13,-20,-14,-23,-1,-1,0,1,0,-4,-1,-1,-14,-18
"blue",0,-6,-13,-6,-13,0,0,0,0,0,-11,-18,-34,-43,0,-1,0,-100,0,-29,-46,-63,-86,-1,-1,0,-222,-7,-12,-1,-4,2,3,-7,-13,1,0,0,0,-15,-19,4,2,0,-1,-10,-17,-1,-1,0,0,-25,-41,-5,-6,1,1,-19,-23,-1,-1,-9,-22
"red",0,0,3,4,7,1,1,0,199,0,-5,-30,-5,-30,0,1,0,0,0,-4,-23,4,-15,0,0,0,45,1,3,0,1,-1,-1,-4,-5,0,0,4,8,-9,-31,2,-1,2,2,-5,-30,0,0,0,0,6,-13,-6,-6,-4,-4,-6,-26,0,0,2,3
"blue",0,-2,-11,4,-4,-1,-1,0,-14,0,-8,-7,-6,-5,0,-2,0,-170,0,-1,-7,0,-6,0,0,0,0,-4,-8,3,-1,-1,-2,-2,-9,0,-2,0,0,-2,-10,1,11,-7,-8,-6,-2,-2,-5,0,0,-2,-13,8,14,-7,-8,-2,-8,1,1,0,0
"blue",1,5,7,-2,0,-1,-1,0,116,0,2,7,-9,-6,1,2,0,6,0,-9,-5,-18,-19,0,5,0,-74,4,7,1,0,0,0,-8,-14,-5,-5,18,26,2,8,0,-1,0,0,-3,2,1,1,4,4,-5,-3,-5,-4,1,2,-7,-3,-2,-2,0,0
"red",0,0,-4,0,-4,0,-1,0,0,0,20,28,20,28,0,-1,0,0,-1,14,17,11,10,1,-1,0,-20,7,10,-3,-11,-4,-3,0,-4,0,0,0,0,10,14,2,1,8,13,17,24,3,4,0,0,8,10,1,-1,5,8,12,14,0,0,2,3
"red",0,-4,-3,14,17,-1,2,0,69,0,1,0,23,24,2,3,0,101,0,22,11,30,23,1,-2,0,-67,4,4,-7,-6,-1,-1,-1,-1,-2,-1,-1,-1,6,8,-2,-4,-3,-4,2,1,-1,-1,0,0,28,22,-4,-8,-2,-3,4,-8,18,19,0,0
"blue",1,6,-10,-1,-18,0,-1,0,69,0,-4,-14,-13,-27,-1,-1,-1,-81,0,-8,-19,-16,-29,-1,-1,0,-37,-2,-18,2,1,6,7,-3,-21,0,0,9,11,-6,-16,1,0,1,2,-2,-11,0,1,-2,-4,-13,-27,3,5,2,3,-5,-16,0,0,-3,-3
"red",0,2,-1,15,17,7,8,0,248,0,7,-16,31,11,2,3,0,143,0,-13,-31,22,9,2,4,0,196,8,7,-1,-3,-5,-5,-4,-8,-1,-1,7,8,8,-12,-1,-3,0,-1,4,-21,0,0,3,5,-6,-24,-6,-6,-1,-1,-17,-34,-8,-10,12,13
"blue",0,-1,8,-2,7,1,3,-2,136,0,-11,-5,-29,-28,0,1,0,-21,0,-10,-15,-32,-42,-1,0,-1,-255,-5,-7,3,13,1,2,-1,8,0,0,0,0,-11,-12,0,7,0,0,-8,-8,-3,3,0,0,-7,-12,0,0,-3,-3,1,1,0,0,-11,-16
"red",0,1,-19,1,-19,1,6,0,77,-1,0,-30,-1,-31,2,5,2,85,0,6,-21,4,-23,2,3,-1,124,3,-18,-1,0,-1,-1,0,-20,1,1,0,0,-4,-33,3,3,1,0,5,-26,-6,-7,1,3,7,-20,1,1,-2,-2,3,-25,1,1,2,3
"red",0,2,2,3,4,1,1,0,106,0,-3,-18,-4,-20,1,2,0,122,0,-7,-11,-4,-6,2,2,1,123,2,2,-2,-2,2,2,4,2,-3,-3,1,3,1,-11,-2,-5,-2,-2,-8,-23,1,1,4,4,-3,-9,-2,-1,-2,-1,-4,-3,0,0,-3,-8
"red",0,9,1,1,-7,2,3,0,177,0,-2,-23,6,-13,1,1,0,166,-1,-2,-29,-22,-52,1,3,0,103,4,-4,2,4,3,1,5,-3,0,0,4,4,-2,-21,-1,-4,1,2,-2,-20,0,-3,0,0,-7,-37,-1,-4,6,12,1,-24,-1,-2,-2,-3
"red",0,-6,-20,-13,-27,0,1,-1,12,0,6,6,9,10,0,0,0,275,0,16,13,16,13,0,-2,0,250,-12,-29,5,8,1,1,-3,-17,-3,-3,0,0,3,3,2,2,1,1,0,0,0,0,6,6,10,8,5,4,1,1,1,-1,0,-1,15,15
"red",0,5,19,-4,9,-1,3,0,-49,0,9,16,-1,-2,0,-1,0,132,0,5,7,-1,-2,0,1,0,4,-4,6,11,14,-2,-1,0,15,5,6,0,-2,1,3,1,6,7,7,1,5,8,11,0,0,-1,-3,2,4,4,6,-4,-6,9,13,0,0
"red",0,8,18,35,47,0,-1,0,24,0,1,3,7,8,0,-1,0,22,0,16,26,4,18,1,0,0,17,9,17,-2,-1,1,2,4,-1,4,19,0,0,-3,-2,6,6,-2,-1,-2,-2,3,5,0,0,5,12,2,4,9,10,7,14,5,7,4,5
"red",0,6,21,11,29,1,1,-1,74,0,4,3,38,45,1,1,0,140,0,-8,4,12,27,1,3,-1,96,6,21,3,3,-3,-3,-7,2,0,0,13,19,2,1,6,7,-4,-5,-4,-8,0,0,8,11,-5,8,-2,-3,-1,-1,-8,5,-1,-1,1,0
"red",0,-13,-28,-13,-28,0,0,0,0,0,-3,-20,-1,-18,0,2,0,40,0,-3,4,-3,4,0,0,0,0,-9,-17,1,-6,-5,-5,-13,-28,0,0,0,0,4,-11,-4,-5,-3,-4,-3,-20,0,0,0,0,-7,-3,0,1,4,6,-3,4,0,0,0,0
"red",0,-1,7,0,8,0,-1,0,-5,0,19,36,19,35,0,-1,0,143,0,3,-3,-3,-11,-1,-1,0,-49,-3,-4,3,10,-1,1,-1,7,0,0,0,0,4,22,9,7,6,7,8,24,0,0,11,12,3,-3,3,3,-3,-3,5,0,0,0,-2,-3
"red",0,12,5,18,17,3,5,0,113,0,19,16,44,53,2,5,0,164,0,12,1,26,40,2,2,0,149,-4,-15,3,6,13,14,10,0,0,1,2,4,7,3,2,3,10,10,14,10,2,1,3,5,2,-11,3,4,7,8,11,-1,-1,0,2,2
"red",0,1,4,1,3,0,0,0,0,0,-3,2,-3,2,0,0,0,0,0,-9,-19,-9,-19,0,1,0,0,0,0,4,10,-3,-6,0,3,1,1,0,0,0,6,-1,0,-2,-4,-3,2,0,0,0,0,1,-7,-2,-4,-8,-8,-9,-19,0,0,0,0
"blue",0,1,1,1,1,0,1,0,0,0,-15,-14,-15,-14,0,1,0,0,0,-4,-10,-16,-23,1,0,-1,67,-3,-4,0,0,4,5,2,2,-1,-1,0,0,-9,-16,-6,0,0,2,-15,-13,0,-1,0,0,-7,-12,0,-1,3,3,-7,-13,4,5,-1,-2
"blue",-1,-13,-38,-19,-44,1,5,0,37,0,-5,-9,-5,-9,0,3,1,-18,0,-2,-8,-2,-7,2,3,0,174,-14,-38,1,0,0,0,-3,-11,0,-3,-10,-24,3,-1,-3,-1,-5,-7,1,-4,0,1,-6,-6,-3,-8,1,1,0,-1,-2,-8,0,0,0,0
"red",0,1,5,2,6,1,7,0,35,0,8,15,8,16,0,0,-1,-29,0,5,10,6,12,0,1,0,9,0,2,-1,-1,2,4,-1,-3,1,4,1,4,-2,6,1,-1,9,10,7,17,1,-2,0,0,2,4,-1,0,4,6,9,11,-4,-1,0,0
"blue",0,-1,-8,26,30,2,2,0,267,0,-6,-37,-3,-30,1,1,0,108,0,-3,-17,-4,-18,1,2,-2,10,2,-5,-2,-2,-1,-1,-3,-10,-2,-4,4,6,-1,-32,-3,-3,-2,-2,-5,-34,-1,-3,0,0,-4,-15,2,0,-1,-2,-1,-11,1,0,-3,-6
"blue",0,-19,-52,-18,-51,0,0,0,20,0,-24,-86,-26,-88,0,-1,0,-3,0,-16,-67,-16,-67,0,0,0,-1,-10,-39,-7,-11,-2,-2,-10,-36,-9,-16,0,0,-12,-71,-6,-9,-6,-6,-18,-71,-6,-15,0,0,-16,-67,-1,-1,1,1,-10,-59,-6,-8,0,0
"blue",0,4,0,2,-6,-1,0,0,-167,0,9,13,11,13,-2,-2,0,-186,0,18,34,33,51,-1,-3,0,-106,1,-3,3,3,0,0,1,-1,4,3,-1,-2,3,1,5,11,1,1,6,7,1,2,2,4,11,26,6,7,1,1,11,23,6,9,1,2
"red",0,12,17,12,17,0,0,0,0,0,12,7,12,7,1,1,0,12,0,1,-14,-14,-29,2,2,0,79,0,1,0,1,12,15,12,17,0,0,0,0,1,-7,2,3,9,11,12,5,0,2,0,0,1,-15,2,1,-2,0,2,-13,0,0,-1,-1
"blue",0,-5,-12,-5,-12,-3,-4,0,-15,0,-3,-11,-3,-11,-1,1,0,-9,0,-13,-24,-16,-31,0,0,0,-45,-2,-4,-1,-5,-2,-3,-6,-11,1,2,0,-3,-4,-10,5,3,-4,-4,-4,-13,1,2,0,0,0,-5,-6,-9,-7,-10,-13,-20,1,0,-1,-4
"red",0,-10,-9,-30,-28,1,1,1,32,0,4,1,0,-3,4,5,0,95,0,-4,-8,-72,-85,1,1,0,-58,-5,-3,0,0,-5,-6,1,4,0,0,-11,-13,2,-1,0,0,2,2,3,0,1,1,0,0,-3,-7,-1,-1,0,0,0,-4,0,0,-4,-4
"red",0,0,-1,-45,-49,1,0,1,-35,0,-3,-2,-21,-23,0,0,0,251,0,-2,-28,2,-26,0,1,1,156,0,-1,0,0,0,0,-1,-1,0,0,1,0,-1,0,-2,-2,0,0,-1,2,-2,-4,0,0,-4,-25,0,-3,2,0,0,-20,0,-2,-2,-6
"red",0,1,3,-5,-1,3,5,-1,248,0,3,-1,-9,-9,1,2,0,145,0,1,1,18,20,1,1,1,247,1,3,0,0,0,0,0,1,0,0,1,2,3,-2,0,1,0,0,2,-2,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1
"blue",0,6,17,12,25,-2,-12,0,-192,0,7,9,-2,-5,-2,-3,0,-187,0,-11,-14,-48,-59,-1,-4,0,-278,8,18,0,1,-2,-2,-8,1,15,17,-1,-1,7,8,1,2,-1,-1,2,2,9,11,-4,-4,-8,-11,0,0,-3,-3,-2,2,0,0,-9,-16
"red",0,10,14,28,39,1,1,2,251,0,29,29,39,41,2,4,0,128,0,47,80,55,89,0,1,0,44,8,14,2,0,0,0,3,4,0,0,7,10,28,30,3,1,-2,-2,23,24,3,1,3,4,53,88,-3,-5,-3,-3,42,74,5,6,0,0
"red",0,-1,-35,-2,-36,1,2,0,29,0,-2,-15,-7,-22,1,1,0,-54,0,8,-14,7,-15,0,3,0,-10,3,-30,0,1,-4,-6,-2,-36,1,1,0,0,-1,-14,0,0,-1,-1,1,-10,0,0,-3,-5,11,-7,1,-1,-4,-6,8,-14,0,0,0,0
"blue",0,2,2,28,33,-1,-1,-2,131,0,-7,-1,-6,0,-1,-1,1,-180,0,-2,-3,-31,-55,-2,-2,1,-243,1,0,-1,0,2,2,0,-2,0,0,2,4,-2,1,-5,-2,0,0,-3,3,0,0,-4,-4,-2,-4,-1,0,1,1,-1,-2,0,0,-1,-1
"red",1,0,9,0,12,3,3,0,76,-1,7,-19,7,-19,2,4,0,45,1,5,5,3,7,0,0,0,140,7,17,-1,-1,-6,-7,-3,0,-1,1,4,8,0,-26,7,7,0,0,7,-15,-1,-4,1,0,6,1,2,8,-3,-4,1,-1,1,1,3,5
"blue",0,-15,-33,-14,-32,0,-1,0,-3,0,-4,-32,-4,-32,0,0,0,0,0,1,0,5,4,1,3,0,49,-3,-19,1,0,-13,-14,-15,-32,0,-1,0,0,7,-10,-2,-5,-9,-17,-4,-32,0,0,0,0,4,7,-3,-5,0,-2,-4,-5,1,-2,4,7
"red",1,25,29,48,53,0,1,1,88,0,8,-3,7,-4,0,1,0,-10,0,14,-27,14,-27,0,1,0,-1,13,12,6,11,6,6,11,14,6,6,8,9,1,-9,7,7,0,-1,8,-2,0,0,0,-1,0,-35,7,3,7,5,12,-29,2,2,0,0
"blue",0,-3,-6,-2,-6,0,2,0,0,0,-15,-27,-16,-28,0,1,0,0,0,-14,-15,-14,-15,0,1,0,0,-1,-5,2,2,-4,-3,-3,-4,0,-2,0,0,-6,-13,0,-4,-9,-10,-14,-26,-1,-1,0,0,-3,-1,-6,-9,-5,-5,-14,-15,0,0,0,0
"blue",0,-1,23,0,24,0,0,0,-28,0,2,21,2,21,0,-3,0,0,0,2,5,-8,-5,0,0,0,-29,1,23,-2,0,0,0,2,25,-3,-2,0,0,0,22,2,1,0,-2,1,20,1,1,0,0,-4,0,4,6,2,-1,0,2,2,3,0,0
"red",0,-1,5,3,8,0,-2,0,-114,0,3,4,1,2,-1,-3,0,5,0,18,10,15,7,0,-2,-1,61,0,9,-3,-7,2,3,1,7,-2,-2,0,0,0,3,1,1,2,0,-1,-3,4,7,0,0,9,1,1,2,8,7,10,3,7,6,1,1
"red",0,0,-5,4,-2,1,2,0,142,0,12,13,39,39,1,1,0,281,0,10,2,41,39,2,1,0,220,2,0,-2,-6,0,1,-7,-10,-1,-3,8,8,11,12,0,0,1,1,0,-3,0,0,12,16,12,7,-3,-6,1,1,-2,-11,0,-1,12,14
"red",0,-4,-12,6,0,1,1,0,-48,0,0,-6,14,8,1,2,0,-83,0,-16,-23,-16,-23,0,0,0,0,-3,-12,0,1,-1,-1,-4,-12,0,0,0,0,-1,-13,1,6,0,1,0,-8,0,2,0,0,-18,-25,2,1,0,1,-14,-20,-2,-3,0,0
"red",0,9,14,9,14,0,0,0,-8,0,3,12,3,12,0,0,0,0,-1,11,11,7,6,0,3,0,-15,3,3,0,4,6,7,10,14,-1,0,0,0,1,7,-1,2,3,3,3,12,0,0,0,0,13,12,4,6,-6,-7,8,10,5,6,-2,-5
"red",1,21,30,34,47,0,-1,1,247,0,3,6,10,14,2,2,0,262,0,0,-12,-9,-21,1,3,0,85,14,24,3,3,4,3,7,4,0,0,14,26,4,9,0,-1,-1,-2,0,0,0,0,3,6,3,-8,-2,-3,-1,-1,5,-5,-3,-5,-2,-2
"red",0,10,25,18,32,-2,-7,0,-175,0,15,19,17,21,0,-2,0,-36,0,19,41,26,47,-1,-5,0,-122,13,27,1,2,-4,-4,5,19,4,5,1,1,11,22,5,1,-1,-4,5,6,7,9,3,4,19,43,0,-2,0,0,12,32,7,9,0,0
"blue",0,-15,-21,-19,-20,0,2,0,77,0,4,-21,0,-24,1,2,0,6,0,-13,-19,-25,-32,0,0,0,21,-9,-16,-4,-3,-2,-2,-4,-7,-10,-13,-1,-1,8,-14,-1,-4,-3,-3,6,-9,-6,-15,4,3,-5,-12,-4,-3,-4,-4,-7,-14,-7,-6,1,1
"blue",0,-5,-1,-7,-3,0,0,0,3,0,-23,-29,-27,-33,0,0,1,-35,0,-23,-20,-38,-34,-1,-3,1,-59,-2,-2,3,9,-6,-8,-3,-1,-2,0,0,0,-16,-20,3,4,-10,-13,-18,-19,-6,-11,1,1,-13,-14,-6,-2,-4,-4,-13,-11,-9,-7,-1,-2
"red",0,1,3,-2,2,0,3,0,35,0,-2,7,6,16,1,1,0,97,0,-4,-11,5,-2,1,4,0,87,0,3,-1,-4,2,4,-1,-1,-1,0,3,4,0,11,-4,-6,2,2,-4,5,0,0,2,2,-1,-9,-5,-5,2,3,-3,-11,-2,-1,1,1
